BACTERIA_NUMBER,BACTERIA,ALGORITHM,RHO,P_VALUE,PARAMS
2,k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__[Methanomassiliicoccaceae],linear regression,-0.14233870967741935,0.44496104932632896,
2,k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__[Methanomassiliicoccaceae],ridge regression,0.03024193548387097,0.8717018064567997,
2,k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__[Methanomassiliicoccaceae],ard regression,0.2306451612903226,0.2119142507018117,
2,k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__[Methanomassiliicoccaceae],svr,0.1688532886448053,0.03570288338711749,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
2,k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__[Methanomassiliicoccaceae],decision tree,0.0975465696403414,0.2272409806468191,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
2,k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__[Methanomassiliicoccaceae],random forest,0.2708687183138063,0.0006521400986336111,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
3,k__Bacteria,linear regression,0.4862903225806453,0.0055407727987261965,
3,k__Bacteria,ridge regression,0.5391129032258064,0.001751590984031058,
3,k__Bacteria,ard regression,0.7258064516129034,3.8243940732214756e-06,
3,k__Bacteria,svr,0.4588235784486494,1.9227825208682533e-09,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
3,k__Bacteria,decision tree,0.16346843370607994,0.04211481657741877,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
3,k__Bacteria,random forest,0.4792196932759874,2.824749394318485e-10,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
4,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6,linear regression,0.025,0.8938021843730026,
4,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6,ridge regression,0.2294354838709677,0.21438765275572907,
4,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6,ard regression,0.34959677419354845,0.053878797610226806,
4,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6,svr,0.4161222859898073,7.244486927805067e-08,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
4,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6,decision tree,0.3188522806936868,5.263579165108839e-05,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
4,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6,random forest,0.4205715083719585,5.0788958432461954e-08,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
5,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae,linear regression,0.12983870967741934,0.4863289633645325,
5,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae,ridge regression,0.3560483870967742,0.049311175034709526,
5,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae,ard regression,0.435483870967742,0.0143394455647705,
5,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae,svr,0.2241872319280188,0.005042565853105633,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
5,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae,decision tree,0.10148893191558146,0.2089179415989693,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
5,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae,random forest,0.4993357097705023,3.749794664957718e-11,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
6,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae,linear regression,0.2274193548387097,0.2185536585995048,
6,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae,ridge regression,0.30201612903225805,0.09868345535021687,
6,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae,ard regression,0.2887096774193549,0.11521862762250105,
6,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae,svr,0.2617643034529581,0.0010014444820508996,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
6,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae,decision tree,0.022575631467526308,0.7803792940650316,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
6,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae,random forest,0.3785792391159837,1.1908941060655425e-06,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
7,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Dermabacteraceae,linear regression,0.5568548387096774,0.001139302761069697,
7,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Dermabacteraceae,ridge regression,0.5173387096774195,0.002878946336710789,
7,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Dermabacteraceae,ard regression,0.4693548387096774,0.007727521130462805,
7,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Dermabacteraceae,svr,0.43960720648844936,1.0475146694597126e-08,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
7,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Dermabacteraceae,decision tree,0.1809167428800056,0.02427263456091592,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
7,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Dermabacteraceae,random forest,0.2730308006317466,0.00058768424082616,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
8,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Frankiaceae,linear regression,0.6342741935483872,0.00012729493233956709,
8,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Frankiaceae,ridge regression,0.6322580645161291,0.00013578623053391627,
8,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Frankiaceae,ard regression,0.5580645161290323,0.0011054131551958269,
8,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Frankiaceae,svr,0.3579132770848084,4.823781722602311e-06,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
8,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Frankiaceae,decision tree,0.1881136900936968,0.01907790275278116,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
8,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Frankiaceae,random forest,0.4552698414658494,2.651813738358001e-09,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
9,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Kineosporiaceae,linear regression,0.4766129032258065,0.006714267884258436,
9,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Kineosporiaceae,ridge regression,0.5725806451612904,0.0007624264137441109,
9,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Kineosporiaceae,ard regression,0.5173387096774195,0.002878946336710789,
9,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Kineosporiaceae,svr,0.3906422730989538,5.028522762598921e-07,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
9,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Kineosporiaceae,decision tree,0.1479000006446165,0.06627651724018761,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
9,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Kineosporiaceae,random forest,0.2498950584398645,0.0017133240549934516,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
10,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae,linear regression,0.1991935483870968,0.2826890047216951,
10,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae,ridge regression,0.4883064516129033,0.005319728380950176,
10,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae,ard regression,0.3762096774193549,0.036988030252537565,
10,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae,svr,0.5448961314907029,2.3036670827857253e-13,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
10,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae,decision tree,0.13304890479625384,0.09886461725775676,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
10,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae,random forest,0.3990370367535508,2.7035609230093345e-07,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
11,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae,linear regression,-0.01895161290322581,0.9193989840247144,
11,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae,ridge regression,0.2790322580645161,0.1284814393844876,
11,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae,ard regression,0.6016129032258066,0.00034367248085539044,
11,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae,svr,0.3760590941581495,1.4197902752592746e-06,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
11,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae,decision tree,0.2911178421024462,0.00023787394840539522,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
11,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae,random forest,0.3526632602680275,6.7781056074823625e-06,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
12,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae,linear regression,0.515725806451613,0.002983052591137402,
12,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae,ridge regression,0.4923387096774194,0.004900174152318256,
12,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae,ard regression,0.6508064516129033,7.365119186459979e-05,
12,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae,svr,0.3337850650374035,2.192515986923056e-05,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
12,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae,decision tree,0.25458720779416794,0.0013897498228321824,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
12,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae,random forest,0.3909534188907069,4.915681263463412e-07,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
13,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae,linear regression,0.1645161290322581,0.3764840944566789,
13,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae,ridge regression,0.22177419354838712,0.2305102465611381,
13,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae,ard regression,0.22016129032258067,0.2340057488789249,
13,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae,svr,0.4117808203653265,1.0194683992678932e-07,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
13,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae,decision tree,0.054456323127886896,0.5009552880743755,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
13,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae,random forest,0.2377718500402277,0.002890779150588056,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
14,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae,linear regression,0.019354838709677424,0.9176897838845379,
14,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae,ridge regression,0.1774193548387097,0.3396589610772237,
14,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae,ard regression,0.02620967741935484,0.8886945514139857,
14,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae,svr,0.2968629024862578,0.0001761919558385814,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
14,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae,decision tree,0.07476717598807897,0.3551719425772041,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
14,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae,random forest,0.2176478317858888,0.00651928101305103,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
15,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae,linear regression,0.4641129032258065,0.008537505660227934,
15,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae,ridge regression,0.4221774193548388,0.017991315636281355,
15,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae,ard regression,0.3233870967741936,0.07596673839260024,
15,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae,svr,0.3364508578747276,1.8661213691510396e-05,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
15,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae,decision tree,0.16625090646776744,0.03869051241266097,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
15,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae,random forest,0.29653728885109515,0.00017924533422380455,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
16,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales,linear regression,0.2615182995445806,0.15528578217921962,
16,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales,ridge regression,0.35000000000000003,0.05358386471331173,
16,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales,ard regression,0.18387096774193548,0.32209813324191405,
16,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales,svr,0.2313856623202457,0.00376955959645418,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
16,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales,decision tree,-0.005993968162484911,0.9409937466072928,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
16,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales,random forest,0.3199814051218717,4.934156922736215e-05,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
17,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__,linear regression,0.019354838709677424,0.917689783884538,
17,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__,ridge regression,-0.18185483870967745,0.3275245107693264,
17,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__,ard regression,-0.10846774193548388,0.5613596868164462,
17,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__,svr,0.2497139803872115,0.0017270863592847205,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
17,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__,decision tree,0.03143499677469228,0.6978009775649437,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
17,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__,random forest,0.4060717893284889,1.586012487342061e-07,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
18,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae,linear regression,0.2733870967741936,0.13671921695690384,
18,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae,ridge regression,0.2016129032258065,0.2767628754985213,
18,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae,ard regression,0.27096774193548384,0.14036538644419316,
18,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae,svr,0.2730473545509931,0.0005872142239174537,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
18,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae,decision tree,0.09918007954375684,0.21951578534226893,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
18,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae,random forest,0.24949281924839514,0.0017440315691903431,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
19,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae,linear regression,0.3846774193548388,0.03261643917038001,
19,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae,ridge regression,0.4044354838709678,0.02402953955707609,
19,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae,ard regression,0.4862903225806453,0.0055407727987261965,
19,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae,svr,0.15104001770233544,0.06065680853966882,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
19,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae,decision tree,0.0590240707175029,0.4656763918861465,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
19,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae,random forest,0.5203129027544375,3.949427262901592e-12,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
20,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae,linear regression,-0.2230063525800356,0.2278637028211034,
20,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae,ridge regression,-0.11814516129032256,0.5267365934227508,
20,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae,ard regression,-0.17822580645161293,0.3374326424355936,
20,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae,svr,0.16196304807206222,0.044070967974057185,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
20,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae,decision tree,-0.09297749733973586,0.2498618477542304,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
20,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae,random forest,0.3184047782108528,5.399759827174101e-05,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
21,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae,linear regression,-0.18911290322580648,0.30825144245323804,
21,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae,ridge regression,0.2125,0.25109391939017417,
21,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae,ard regression,0.2580645161290323,0.16101385269106586,
21,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae,svr,0.101874135601694,0.2071861732260484,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
21,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae,decision tree,0.10161492925349984,0.20835035359901696,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
21,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae,random forest,0.15904267771236666,0.048082634131037166,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
22,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7,linear regression,0.11774193548387098,0.5281583118454554,
22,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7,ridge regression,0.10362903225806452,0.5790529136976081,
22,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7,ard regression,0.10967741935483873,0.5569754307236023,
22,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7,svr,0.14408928443793045,0.07365953717084729,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
22,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7,decision tree,0.16815539738617333,0.03648430850462549,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
22,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7,random forest,0.2683074804924045,0.0007368919151602098,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
23,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Barnesiellaceae],linear regression,-0.08064516129032259,0.6662756688558149,
23,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Barnesiellaceae],ridge regression,0.002016129032258065,0.9914117186564296,
23,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Barnesiellaceae],ard regression,0.014112903225806453,0.9399347744299826,
23,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Barnesiellaceae],svr,0.2025174697963758,0.011499040516596571,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
23,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Barnesiellaceae],decision tree,0.2547535961740092,0.0013793747660729365,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
23,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Barnesiellaceae],random forest,0.04859108588028637,0.5482316231580859,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
24,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Odoribacteraceae],linear regression,0.2673387096774194,0.14596668364504928,
24,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Odoribacteraceae],ridge regression,0.4600806451612903,0.00920844965945017,
24,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Odoribacteraceae],ard regression,0.5717741935483871,0.0007786748080537085,
