ID,Unassigned;p__;c__;o__;f__;g___0,Unassigned;p__;c__;o__;f__;g___1,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Adlercreutzia_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g___0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g___1,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g___2,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__AF12_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Odoribacteraceae]; g__Odoribacter_0,k__Bacteria; p__Deferribacteres; c__Deferribacteres; o__Deferribacterales; f__Deferribacteraceae; g__Mucispirillum_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Candidatus Arthromitus_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Dehalobacteriaceae; g__Dehalobacterium_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus_0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Acetobacter_0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Wolbachia_0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Sutterella_0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Bilophila_0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio_0,k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales; f__Anaeroplasmataceae; g__Anaeroplasma_0,k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia_0
131,-0.3083174068737915,-0.21617624272618227,-0.11396380404148994,0.7246414095959458,-0.1044879564096567,-0.8279930150264656,-0.8786287939716895,0.17501129017543363,0.388601076434814,-0.2994110270495305,-0.769453385023462,-0.4221435226721309,0.0912429138300136,2.5771937330525376,-0.03497065074653214,0.85747871899961,1.2367053540943187,-0.10158698298540209,-0.13265837171968323,0.06976265569121015,-0.2103012783717975,-0.025945764654168358,-0.2906043369432379,-0.6445145186998591,4.329563308635792,0.22619969339534188,-0.24699249513648672,-0.4272241324030201,1.8720837429989252
167,-0.256880722330275,1.6292685810662222,-0.0876552261530136,1.610259667892517,0.08121233884499997,-0.3270774625542508,-0.8054436036941537,-0.03731511173207333,-0.12702940798202014,0.7120395587938413,0.2349367535510169,0.7029808165079388,-0.8862571693572446,-0.6511132774248028,-0.26200281013203575,-0.3259914281632623,0.46197821104257186,-0.17017554052865508,-0.13265837171968323,0.9869757539852011,0.270437032593907,-0.2584051705764693,-0.13437284491616988,-0.6445145186998591,-0.5448709339653608,1.2955720003196487,1.9189501430835376,0.15774642943678588,-0.24635338325224648
191,1.8875587705161492,-0.6066123991883953,-0.6177277793647246,-0.9658083530055095,-0.8737298769546457,0.11864504434201716,-0.7116509726741049,-0.5285847095741448,2.076064582787776,-0.6070258830772398,-1.201891788910398,-0.384309121149933,-1.460760855573562,-0.5684409263316662,-0.7530507890970913,-0.0014995520644009602,-0.2916664412717598,-0.2200388997262173,-0.13265837171968323,0.16205542818930455,0.18546514486747692,0.3387625696085125,-0.4391834790313002,-0.6445145186998591,-0.6609635829801483,-0.21037952571867094,0.10369062930689792,-0.4272241324030201,-0.09972497164675499
241,0.9801763020045001,0.962603452301811,2.568745626558702,2.57180271522737,0.2622822002374124,-0.33757315666370535,-0.8214178345131852,-0.43634039142750813,0.14815937125975695,0.14005228912216539,1.018061967315001,-0.4144759645794363,-0.7497011321238048,-0.16360769624910293,-0.1744488464093668,0.40995355003178713,2.123202939484281,0.053774725803864096,-0.13265837171968323,0.896377157360133,0.8572520448584563,-0.7395026407189622,-0.08002504114789702,0.26268931578487076,-0.6474650904161671,1.5372107946058748,3.0800731075064447,-0.2594650669227761,-0.33751612651006874
188,-0.8147112168639316,-1.1357741118307347,0.2720527438492777,-1.9108436621615537,-0.5824002205909138,0.054080010878323925,2.2609459607775158,0.0786285555687477,-1.1765250035676282,-0.2057572880418762,0.5243924845867399,-0.5801517782706633,-1.3785756902554591,-0.5741669618915941,-0.25834864710862254,-0.7482260656557687,-0.6275373539210493,-0.25977778627746173,-0.13265837171968323,-0.9857931936338382,-1.0732246505730232,0.15080477866026207,-0.30270396758548,-0.6445145186998591,-0.4971628300637498,-0.6217207307656728,-0.4454034192294251,-0.17777496609452026,-0.3964814301976296
150,-0.5226944051437653,-0.8299421508797499,-0.6900116410317089,-0.04598213190059393,0.15077156575202913,-1.001162126393798,0.10965056041124065,0.12709774423641,0.47226433392879846,0.0026118247079094095,-0.6533849219498983,-0.4175140614804048,-0.13378523241167659,-0.5476173864290272,-0.23107347333910033,0.8556927992258595,-0.419771823276533,0.040705239840942556,-0.13265837171968323,-0.12153290767006769,-0.10774060845764374,-0.1767993839216224,3.7081388109393356,-0.2516725699127481,-0.09289217545172149,0.35190525168308656,0.37018812591600747,-0.37984769487559455,-0.3964814301976296
223,-0.3563336771289386,-0.492095560793471,-0.3769822308828037,-0.1148908942827755,0.10548713175589103,-0.20814168115085083,-0.6741312552791303,-0.5691143992764945,0.8157975634701212,-0.14324872729952173,-0.12169374425388955,-0.49959718056336283,-0.2228926200432424,0.15837766205246337,0.31336756676333083,-0.4461281874457034,0.451468942499657,-0.27495386960879137,-0.13265837171968323,-0.47897204676320204,-0.023345292049573543,0.27572632972914063,-0.328856291327251,0.1915169134687158,0.48996857026102175,-0.08990508362157847,-0.2892527840621566,-0.3398426831947499,-0.3964814301976296
129,4.932571618249011,0.10840462618518834,-0.49117179759806456,-1.1108477570515525,-1.5471891419273494,0.7165177043545811,-0.6186383980601019,0.03663791388745342,1.63761107959531,-0.955749662577428,-1.6003016598778268,-0.1972750120481991,-1.2166100547059209,-0.7295848632247265,-0.7027233037153259,-0.41677701475610085,0.18090009597989692,-0.19223833999626364,-0.13265837171968323,-0.3728139207348252,0.016759596466259078,1.444444265582278,-0.2517433095598659,-0.6445145186998591,-0.6173824309685293,-0.5261482848694664,0.48279184194534275,-0.4272241324030201,1.788418156931252
249,-1.7090467370812576,-1.109682881455501,-0.7660384624603299,-0.6368175802111726,3.215484311193693,1.0928620319837952,-0.46991804436320933,-0.06667116691717938,-0.9853912323734504,0.5326071871872122,0.6482103485754203,-0.3857986379706751,2.30313003693924,3.2714063271216123,-0.5798851271882544,-0.8340483593221594,-0.7404534599943563,-0.29269195318321234,-0.13265837171968323,-0.2088517651496744,-0.9421528247447298,0.34468191772581724,-0.11671355262220476,0.007110887554551221,-0.27541520700507655,-0.6876325922800102,-0.5050111667939372,-0.2569554973119267,-0.3964814301976296
230,-0.2013255208685945,-0.12636723936361474,-0.46034650597035004,-1.0712714766379032,1.6410098558811135,0.7884480483132813,0.8227878060397603,4.154398466157753,-1.117122799866577,-0.08733026737673556,1.3222435428169177,-0.4650991776780136,1.436371885061993,0.6958313870143917,-0.6739484697554835,-0.6927823469627765,-0.7480303243401456,-0.15059261410138652,-0.09069526937864424,-0.4762284932177535,-0.5479337829567824,-0.5363092447908779,-0.1445740418519385,0.3973074073654842,-0.1614416787074116,-0.7884899993011983,-0.7101526114826703,-0.3853431574992216,-0.3964814301976296
103,-0.14719540733640407,0.6579856334854898,1.8464162176838497,-0.9787561677256015,-1.0432058754130764,-0.24782886370808327,0.014724131595920887,0.526860496261979,0.9747225077472735,-0.7436629153715293,-0.46845207674941725,-0.5545669286953911,0.17088001815821852,-0.29867787492207826,0.023244131546806695,0.205789361964616,0.1406364157852487,-0.2771971139148055,-0.13265837171968323,-0.27174705635249385,-0.009416120568442814,-0.3457263105529813,1.9701833970989455,-0.6445145186998591,0.3268724695240012,-0.6659501856136687,-0.747718925041297,-0.05731349610263986,-0.3964814301976296
190,-1.0160083599915057,-1.4272327093146469,0.28846072954782004,-2.351795382102124,-0.8496738954414775,-1.483731485072104,-0.4071846062816555,0.14629270786912263,1.7074130170126776,-0.8381216647036474,-1.0685457477146258,-0.6042030673570057,0.07098830080120674,-0.26398848781545897,2.0829378434646957,-0.8234153545424115,-0.5809375635104932,-0.29269195318321234,-0.13265837171968323,-0.8683675418944276,-1.1742694975553705,1.7344851549068423,-0.2320779246050127,-0.6445145186998591,1.1576388339609458,-0.7974881199303967,-0.9632399140710102,-0.4272241324030201,-0.3964814301976296
197,-0.6620732887072265,0.09074282915728454,-0.8359990615195385,0.307451780401962,3.4099170232612903,1.0067067086971855,0.22748552999331373,0.9350605701876208,-1.0131718830698715,-0.3066464973763944,0.6276938952951433,-0.4180469062359495,6.324191318638849,4.094671191806568,-0.7530507890970913,0.06295626217628404,-0.7045341842206103,-0.19462046580552467,-0.09542239401419297,-0.6824977747600082,-0.38204193084802807,0.404428075800769,-0.3520428735736553,0.14788075608462917,0.17705102681155438,-0.45086173407101304,-0.9715361849898103,0.2257846579002211,-0.3964814301976296
240,2.227853012423682,-0.5138066541806887,-0.1769026332085344,1.496755639832579,-0.7871899236230956,0.28579558811417677,-1.0946859237136768,-1.0085342612042358,-1.4762128187997763,-0.7550001559902701,1.5341696112153613,1.2062355014336288,-1.2935939751354957,-0.6262097425103544,-0.7530507890970913,-0.2858162848490584,-0.25761599599801027,0.006194071723314288,-0.13265837171968323,-0.33806134387013154,0.8118226781970665,-0.1666634323176756,0.21146962291010074,2.5955178892072355,-0.6838581197138998,2.977692210378064,-0.20719148748460472,-0.4045722238957541,-0.3964814301976296
207,-0.7486226837175336,0.17971527035634216,-1.1355861719110565,0.7386143113834833,2.418685605200746,0.1675120911977104,-0.02700287484847241,0.27491917903846397,-1.0179614029845392,-0.05102487123918375,0.4161245192632641,-0.08822679961547765,0.744573029239619,-0.43998894113060594,-0.7530507890970913,-0.4401145798281919,-0.10752339706859794,-0.22793041655447324,-0.07528453014784092,-0.45274726156225054,-0.46852312941215357,0.061621001205237336,-0.3049157197275298,-0.2375357152306327,0.8875386595309399,-0.21244499488663182,-0.5376062628622664,-0.0754745910440903,0.26482609047089767
132,-1.4866372925600206,5.002041326896139,0.8281772832141007,0.024572462457356174,0.08157979681647867,0.7065132163158743,0.8585762875196707,-0.4625312978301011,-0.9342174955052472,-0.5671312060635043,-0.6892069064052047,0.028833670178911627,-1.2515342775058191,-0.4246819295940807,2.1915770559587706,5.543715558063811,-0.6363211571225615,8.43168409690142,-0.13265837171968323,1.309037238472447,1.3615047226064483,-2.1558989968468767,-0.4391834790313002,-0.6445145186998591,0.9483211746438527,-0.5795220812904148,-0.32598608738899115,1.8974197305740124,-0.3964814301976296
153,2.8243560955250198,0.19254297668577244,-0.5613189480548018,1.2080525372095392,-1.1395342061742306,-0.6884655672793942,-0.6727616742615883,-0.1436620037866121,-1.037749940765389,-0.5287798690698039,-0.8083292462928557,3.3824575432895725,0.239050692971366,-0.5781403652986215,-0.7530507890970913,1.9556715761596906,1.387602146451603,-0.17184153949691927,-0.13265837171968323,3.5144659283834687,1.3902926513604739,-0.4839466781326317,0.8135905517652113,-0.6445145186998591,-0.6584697466744686,0.6820448813591248,1.3673430783549514,-0.4272241324030201,1.4546008234123635
112,0.8013792529321454,-0.3534944496573692,-0.5914434122886253,-0.4433289371407072,-1.1400357443807008,1.5548095874772512,-1.0980004834766866,-0.9665084427465094,-1.1362981097779188,-0.3640444453727188,-0.07103507432292024,3.2591103232088408,1.05016648401614,-0.6859747645362457,-0.583064905031815,-0.4827060305221521,-1.0234768160299657,-0.23331591203530164,-0.08757034453581311,-0.8655713594129194,-0.2908354448795445,0.343501771595996,-0.4391834790313002,-0.6445145186998591,-0.6758392632221828,0.20752770756851335,-0.4543020882038995,-0.407938510753763,-0.3964814301976296
204,-0.7591315963451629,-0.889405576887088,0.11137275356746296,-0.3624108093174545,1.7040504694944794,0.7363797452998546,-0.8090605125463516,0.2916031103695711,-0.9976709355582967,0.06564952630420359,1.5259302291839496,-0.5053062851706365,1.8895608366240744,2.9266034902582496,0.12341439597156637,-0.191408335548214,-0.3429954379603931,-0.19064223852697734,-0.13265837171968323,1.3726736086682225,-0.12389092314845185,1.4760448948690597,-0.3485080527712985,2.3787931124235717,-0.33930752277763365,-0.3135357441344332,-0.5563697564634877,-0.4272241324030201,-0.3964814301976296
114,-0.1745768618077062,-0.053343362269892364,-1.1355861719110565,-1.9984895845715733,0.602187173282334,-0.8640585931080005,-0.48473226926156804,-0.5818954777308952,0.6582924407252828,-0.43088994688870697,-0.5612527958878922,-0.5461034088398455,-0.08919257843751752,-0.38281147936824894,-0.46543961162452635,-0.6998723637404567,-0.41853313352131183,-0.09176687987945187,-0.09451455566232128,-0.852722234029442,-1.1659604841310447,0.10658949899355383,-0.260653174174368,-0.5092287840037,-0.10044821411689439,-0.6565846561726324,-0.6995305953770696,-0.1661784399876083,-0.3964814301976296
124,2.3037579000372865,1.59654277950516,-0.5864772519484553,4.594886055268873,0.6712775842845219,-1.5315277775396352,0.3183623568880111,-0.4996218177150536,-1.264927184416496,0.7425014828647842,0.6021226136944353,-0.4603394647864579,-0.421950975153121,-0.49723969905208076,-0.4957448793224059,0.5574962114963227,-0.3760974888606592,0.11817392871260123,-0.13265837171968323,0.0077123433057311305,3.0659849714795615,-1.3815488434477523,-0.2794647124755505,-0.6445145186998591,-0.6110297489477186,1.4024674095119616,2.354216057848198,4.097605620105554,-0.3964814301976296
226,-0.5490184462021596,-0.26905401022575,-0.28876206999691445,1.3928130151958915,1.8967926397849948,0.9011616974021749,-0.8692286414912531,-0.616117285952759,-1.5515498511918615,0.38550337136332663,3.3366648206001543,-0.3829139712076934,1.919190533170442,1.318702050128924,-0.7530507890970913,-0.8329040916240145,-0.4242168143008675,-0.09468300700997338,-0.13265837171968323,-0.7334688343072989,0.9785998756217902,0.16612743227454727,1.0387058372444478,2.341904205182959,-0.10356723381934926,0.14803559197721142,-0.848550398948945,-0.18711759500360345,0.7560319733735413
117,-0.5361940667492189,-0.8947997176794236,0.05797718390241296,-0.0676123020261433,-0.663596340350602,0.28840609409673834,0.7830007977140654,-0.5476214214926786,1.4359361732840985,-0.3228776419999377,-1.0087579922834211,-0.5356202033723504,-1.223759263469021,-0.4632882495270521,0.7383881293709271,0.01964991472470349,-0.7405615361930169,-0.25548056981305545,-0.13265837171968323,-0.7050837237833304,-0.1996501710984845,0.2049278889697412,-0.32345994946898526,-0.6445145186998591,-0.26171831490173947,-0.236653686149623,-0.5225166942990872,-0.4272241324030201,-0.3964814301976296
205,3.30167064838975,0.03006836691484958,-0.8987374963777344,-1.1708704895439972,-0.7216757850511081,0.08540940246052549,-0.541273575612861,-0.5146353713904259,1.3458135579394763,-0.6458882122538521,-1.3077051513053954,-0.23624124442418024,-1.3678080583226901,-0.7132044247256107,-0.7530507890970913,-0.5263594171458771,-0.3112772168515169,-0.2373107275675585,-0.13265837171968323,0.1812967095693858,-0.12900747041719757,0.6252070362092489,-0.4391834790313002,0.1907584945985682,-0.49537853910470603,-0.6635081199291597,-0.026377373732830632,-0.4272241324030201,0.04462509490652387
224,5.303145984578732,-0.6180030476337727,-0.7541738393110462,-0.7402689124283882,-1.2010661485616905,0.7842397681021761,-0.8228365421380792,-0.16899131558554087,-0.16953297126118533,-0.6004406317522175,-0.8550472629734853,0.12428928430076636,-1.3704282374279644,-0.7231830862463617,-0.7530507890970913,0.5183588650333626,-0.6100421164717381,-0.21242646655097674,-0.13265837171968323,0.47878159825611577,0.04160861861822493,0.47478339616242293,3.0554588597955448,0.36430501863539755,-0.5826846083628933,-0.7338376285685606,1.7393117479943045,-0.4272241324030201,-0.23255644409264806
238,-0.21290547710946348,0.024886401779166026,-1.1355861719110565,-1.7331650114057202,0.9911552546355074,-1.731336796839804,1.3565896480539983,2.089722017707037,-0.15610676657376085,-0.10803099673834847,-1.328119665987372,-0.4893121158785106,0.17859573588440794,0.03081220650285283,4.103027988999757,0.040675113878266674,-0.6820056323416573,0.03561014607594045,-0.13265837171968323,1.5666315091286276,0.008746435993519767,5.0928123244533685,-0.34194677796961076,0.3870545459664698,0.5871609295713162,-0.8688602833568462,-0.19140836105716652,-0.4272241324030201,2.955950562513878
156,0.06542120831215274,0.4567130521765963,0.3738452852941514,5.788555007793706,0.18615349752810098,-2.5741175655872857,-0.9906671972462118,-0.6588001632687761,-0.6387253712530264,-0.6868086539531107,-0.12394892414692632,-0.3581089999720724,0.3558480699025483,0.010836564610649298,-0.7530507890970913,2.2257659869065707,1.1493634598752198,-0.08092594547061466,-0.13265837171968323,2.3905794215802403,0.9608955402213155,-2.7235922082342032,-0.4391834790313002,-0.6445145186998591,-0.2834660305853347,2.3478913209858767,3.5462701564200128,1.217826632009202,-0.3964814301976296
202,-0.8200358089272175,1.280632381557484,-1.1355861719110565,0.6728368055454741,-1.0190238418536506,0.6324542862876932,-0.3130585393338576,-1.0085342612042358,0.17785016732035733,-0.6053604974814145,1.136447290880653,-0.45889750179167504,-0.5590839931952292,-0.43590267412947714,0.670636763542183,-0.2346179991097103,1.2585176235475664,-0.14113573944747,-0.13265837171968323,-0.2623350790248043,0.8136369889962429,-1.5725980273292979,-0.32135246609812834,1.6770086218852152,0.22952541689861486,0.25441300414779827,-0.4400748108277189,-0.4272241324030201,-0.3964814301976296
