ID,else;,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Adlercreutzia_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g___0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__AF12_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Odoribacteraceae]; g__Odoribacter_0,k__Bacteria; p__Deferribacteres; c__Deferribacteres; o__Deferribacterales; f__Deferribacteraceae; g__Mucispirillum_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Candidatus Arthromitus_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Dehalobacteriaceae; g__Dehalobacterium_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Megamonas_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Megasphaera_0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Acetobacter_0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Rickettsiaceae; g__Wolbachia_0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Sutterella_0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Bilophila_0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio_0,k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales; f__Anaeroplasmataceae; g__Anaeroplasma_0,k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia_0
163,0.060422252259126695,-0.00021640007041091034,-0.05806341143413468,-0.03257482824002819,-0.0007940664929209844,-0.10968506315695788,0.05753556439449505,-0.029303230534386455,-0.026442332788989643,-0.018940959230474053,-0.008163847983419188,4.618009684229942e-05,0.0016985882820731689,-7.075753292262754e-05,0.00028924928032863503,-0.0005542746495416681,-0.00019100570682669413,0.0015318744744618467,-0.002508360726097394,-0.002618891663899938,-0.0017150697097641366,-0.003713085005370876,-0.007164844897490965,-0.0077331166109821875,0.011136717893893098,0.0006514218726821939,-0.005834245991698413,-0.0010680311100601813
241,0.01672443166148774,0.001532179259937792,-0.03173114656171381,-0.032421215914888696,-0.0003910891066775849,-0.01688750383030896,0.001576549635683929,0.03890862320634717,-0.030475569688297434,-0.008703461879770048,-0.003133968861020481,-0.00022715947390791099,0.0009505225260383376,0.002548986142652908,0.000310957661498123,-0.0005542746495416681,0.0017777896710687534,0.0022225565374284335,-0.002559878005054511,-0.002618891663899938,-0.0017150697097641366,-0.004406218206438116,-0.005953568748800129,-0.007464465020153253,0.019022091994015763,0.01020878349753661,-0.003411693694316739,-0.0008257758803220139
214,-0.012545360662033484,0.0001668922691107973,-0.06521365890363014,-0.03210371762850077,-0.0007782672638852074,-0.29746797018855026,-0.017568550376430764,-0.013131651966718755,-0.025215323262052516,-0.015616410200233669,-0.00682232479509321,-0.001680690852336915,0.00039330874922837794,-0.0014927864683386952,-0.0016655868869412556,-0.0005542746495416681,0.0010750748948893814,0.0001741276317853667,-0.0014521500153787364,-0.002618891663899938,-0.0017150697097641366,-0.004603195098575366,-0.006349834820674454,-0.007269800415615831,-0.00794094182425444,-0.0016245374286320607,-0.005834245991698413,-0.0010680311100601813
224,-0.012559406844445344,-0.00029377562980210605,-0.04854024531818006,-0.02174168360543123,0.0005652705491500506,-0.17202603077085318,-0.006808421087793106,-0.019184602663790677,0.03880188174218031,-0.017384402119271086,-0.008966175708143785,-0.001680690852336915,0.003913000067425889,-0.0009209323022131196,-0.0010720695058622656,-0.0005542746495416681,0.0031143885988540723,0.0026503229830342214,-0.001431372825624806,-0.002618891663899938,-0.0017150697097641366,-0.0009278805681883999,-0.005038791830069318,-0.005822922412207943,-0.007846558225791805,0.011385653155874401,-0.005834245991698413,-5.004576349357638e-06
221,-0.012228724495888141,-0.00015540360388785794,-0.0763714031094932,-0.036921002895943154,-0.0011178547958920872,0.19471318220303435,-0.0005260566323784104,-0.036597535247191684,0.006756922905653495,-0.017218181563966525,-0.009674860063951001,-0.000695262444701203,0.0021192766780405983,0.0011344089514203923,-0.0018693394061453834,0.014884103736751158,-0.0018803557798375084,0.0005475562820799378,-0.0025321906548832433,-0.0024546535959606526,0.14568859626574446,-0.004593727413529855,-0.005522464218098111,-0.0072920232078724475,-0.0035324187857672263,0.004581333962867419,-0.005834245991698413,-0.0010680311100601813
225,0.002701830053574659,-0.0002296925830332631,0.0047550897499055705,-0.029075577547750173,-7.17917342109597e-05,-0.05163058800916371,-0.0007035628586782826,-0.02145140015265823,-0.027282939750887622,0.009416420351567274,0.0062252984736021364,-0.0008438404029920133,0.0016807686242661442,0.004262891019337519,-0.0007186700382961433,-0.0005542746495416681,0.004596466616610234,0.0023308206401791098,0.003099759577246799,-0.002618891663899938,-0.0017150697097641366,-0.0043695232863946495,-0.005909569223473612,-0.00606606196860356,0.004574261579494093,-0.0014856387115134153,-0.005834245991698413,-0.0010680311100601813
124,-0.012576774539381006,-0.00025287373492861544,0.10786305689222246,-0.02314345639486701,-0.00032736665033789004,0.3671683376607763,0.01938725262365795,0.04219838588546045,-0.03074391832663178,-0.0040072921879626185,-0.0061176634089571144,-0.0008902027067827181,0.00238684145814877,-0.0007618811202884322,0.0012926131760714048,-0.0005542746495416681,0.00030819030899566663,0.011894292324176796,-0.0010763849942253424,-0.002618891663899938,-0.0017150697097641366,-0.0045167254119172495,-0.007164844897490965,-0.006763243261298293,0.02382764436720737,0.010418628020868294,0.17795424784965236,-0.0010680311100601813
207,-0.012593805489694096,-0.000648117807705714,0.04827694985617956,0.03341431788984223,0.0009296784546745572,0.27213694563515883,0.002780955174958285,0.03569074523825366,0.0025331282448677467,0.01780636085899823,-0.005238538021056605,-0.001680690852336915,-0.0006800272751598162,-0.0002503337183168561,-0.0013574560935037223,-0.00021301910778056074,-0.000973969400924171,-0.0008450112007654154,-0.001839417756368017,-0.002618891663899938,-0.0017150697097641366,-0.00453472158892258,-0.00648233381396875,0.01832770123597567,-0.00048288930461495155,-0.0014753583377954875,0.008839742304029202,0.0023445243075508916
238,-0.012158616046509224,-0.000648117807705714,0.04147334195411638,0.06815432343146742,0.0030559383371868954,0.04428067694377975,-0.0017946001090351734,-0.055864255046984994,-0.03505361488121772,0.004062471528849075,-0.0004925151711772381,0.01125806786020793,0.00020721577275310954,-0.0013874183807873967,0.00032190198872108236,-0.0005542746495416681,0.0037768787613514,-7.277876550871796e-06,0.0346077466522503,-0.002618891663899938,-0.0017150697097641366,-0.004578910217291634,-0.005704017300913322,0.009998334992610032,-0.010909563556115694,-0.0006576785087672115,-0.005834245991698413,0.013540244855716253
218,-0.012558123020864008,-0.0004942668445439678,-0.03188134557600009,-0.039871389509430324,-0.0011178547958920872,-0.15132324760928045,-0.0020490498176740017,0.0038842040716989402,-0.03894867522608202,0.01568566221593256,0.004787130473253129,-0.00029603218388120074,-0.0019228456320184635,-0.0008083214726488999,-0.0016385629614027646,-0.00040042368637992204,0.000892148745772111,-0.0007876922238488549,0.004053272947799203,-0.002618891663899938,-0.0017150697097641366,-0.00439205516424004,-0.0057801862290352505,-0.0068720187374973676,-0.011128918330084508,-0.0024361165955242665,-0.005834245991698413,-0.0010680311100601813
113,-0.004682767253733889,0.0005614026499884886,-0.05743450391067935,-0.013149546847148025,0.003921813777833758,-0.15838023870517898,-0.00986416017677214,-0.025593887549551955,-0.026991837758538473,-0.0005579209035728238,0.03971389195856227,0.0013431102918985912,-0.0013942041797583374,-0.0013415315409191315,-0.001365372548772799,-0.0005542746495416681,0.007519085506529334,0.0011083485415735964,9.947665432237132e-05,-0.002618891663899938,-0.0017150697097641366,-0.004648473436176284,-0.007164844897490965,-0.006134694793088286,-0.009526868010292122,-0.0027942954712411095,-0.0054310725058003455,-0.0010680311100601813
246,-0.012557141334876213,-0.000648117807705714,-0.05845783287704077,-0.03365061626193701,-0.0009786789087806512,0.0015314528349472667,-0.00220574880523389,0.03555568086819069,0.13258796906325934,-0.01622747644358153,-0.006891342321722285,-0.0014023390781140435,0.000950772853576313,-0.0012712159528215866,-0.0017301635190339476,-0.0005542746495416681,-0.0008134283215480935,0.005402522012675088,-0.002536337781081971,-0.002618891663899938,-0.0017150697097641366,-0.004555689511435325,-0.005773086026376608,-0.005165457737400875,0.007461950238646644,0.0015008086996845204,-0.004164135346361184,-0.0010680311100601813
176,-0.009595795031289303,-0.00020708688139853086,-0.06573843346915571,-0.029694889968778917,-0.0006033187152003735,-0.32236918403489484,-0.014155518848050478,-0.03281393176473793,-0.04195057481234474,-0.018155085526152095,-0.007763726049953207,-0.00021058776464630472,-0.0017929582127890033,-0.0011314254981348779,-0.0015753187886072613,-0.0005542746495416681,-0.002587459956537445,-0.0031147391966788113,-0.002477556076560823,-0.002618891663899938,-0.0017150697097641366,-0.0037664115835619174,-0.007164844897490965,-0.0004514497324074771,-0.009980198477502759,-0.0016327222684257782,-0.003482081051393436,-0.0010680311100601813
216,-0.012452400855644946,-0.000648117807705714,-0.06867253972474997,-0.035466800456895466,-0.0006902272553701336,0.4155246553038523,-0.010524161374468245,-0.051755053376217997,-0.04514338680606679,-0.019305695690255774,-0.008629548298230668,-0.001585662509998703,-0.0029982821257830902,-0.0005722241586196976,-0.000776513469255947,-0.0002691896225270325,-0.0015939293836076968,-0.0038589859857919196,-0.0006776077336233126,-0.002618891663899938,-0.0017150697097641366,0.07321141505293198,0.7313004034127534,-0.0031975583627189977,-0.007943188489203017,-0.003255119248502227,-0.005264075937669142,-0.0010680311100601813
142,0.011979113220269151,0.0005568868145847286,-0.06654746322534158,-0.005103340394480249,0.0002076502886274002,-0.14098608276453603,-0.010101873602951256,-0.03539498932394293,-0.037067887407711185,0.02183940528735802,-0.005577844348163494,6.3156188697048406e-06,0.0013296132384270675,-0.0014511518603470375,0.010421707741217133,-0.0005542746495416681,0.0015107619120490292,-0.0012859518179887213,-0.0008425658780656705,-0.002618891663899938,-0.0017150697097641366,-0.004648473436176284,-0.007164844897490965,0.006029078138939546,-0.01053931756044105,-0.0009518901917001508,-0.005834245991698413,-0.0010680311100601813
131,-0.01224455621006585,-4.601001751865263e-05,-0.07651158862040297,-0.02858824546499358,0.00038741467957556643,-0.08023621654699292,-0.006194485302065917,-0.033811198709795626,-0.03099306887053569,0.0034636522689445023,0.026752661242366218,0.00012563251822426892,0.0021092498007993874,0.0012981054952795935,-0.0006651238257712606,-0.0005542746495416681,-0.0001882917458806582,-0.0009461309568893515,-0.0025086496020100984,-0.002618891663899938,-0.0017150697097641366,-0.004548122137811773,-0.007164844897490965,0.058884989231134215,0.0027062647817579794,-0.0010443367734022744,-0.005834245991698413,0.008264639637839268
139,-0.010696259352597002,8.664404640411783e-05,-0.0139655195962944,-0.02243925621364475,-0.0011178547958920872,-0.1869597495981726,-0.0054140544261330765,0.031316621927310245,-0.035192735644735504,-0.014379473333904524,-0.005633669866346926,-0.0011296194617545414,-0.0015119368194649427,0.0006806394476534727,-0.0007671966249806356,-0.0005542746495416681,-0.00015688354328601125,-0.0011936083512158807,-0.002152120372443011,-0.002618891663899938,-0.0017150697097641366,-0.00458724328166713,-0.007164844897490965,-0.002805642500860767,-0.010274798474511829,-0.003011414658955869,-0.005834245991698413,-0.0010680311100601813
178,-0.012599203620552547,-0.00044180262617473374,-0.06645456724935168,-0.023624546244617975,-0.0006020668420646364,-0.1826570444109928,-0.01602823731371715,-0.04328791148515762,0.028768746311376936,-0.021008858535872227,-0.008024338611703158,0.000176145781441907,-0.0013469197939388724,0.00035913723685702866,-0.00011566036313205122,0.012649896968441068,0.0027169409866059594,-0.0009085670069703981,-0.0006705143398319246,-0.002618891663899938,-0.0017150697097641366,-0.00437338652746831,-0.007164844897490965,-0.0007279441260452821,0.03096292039418141,-0.0015233053119816033,-0.0052153004471054715,-0.0010680311100601813
248,0.011614707034973274,-0.000648117807705714,0.026876992139666208,-0.029585906147509753,-0.0006570305662100977,-0.10952995397370742,-0.009419447836398233,-0.0010844536233291374,-0.04178769393805453,-0.004893665616193799,0.012629032652657286,-0.0011277017767185279,-0.0019354340742663088,0.00013702572110003977,-0.0016850097142725876,-0.0005542746495416681,-0.0012060189277414,-0.002143673297655108,0.005591299997385679,-0.002618891663899938,-0.0016229048638277388,-0.004525586974927753,-0.006243196438126986,-0.0007601174965905553,-0.010454014339621922,-0.0026386002909655824,-0.0050969272242072285,-0.0010680311100601813
174,0.0002277691576512018,0.0013713196157957787,-0.008444305075801803,-0.010669641325352893,-0.0009495683439336294,0.24932542092425555,-0.0015669737697613616,0.1631652802581096,0.015653634818053475,0.04614892117011908,-0.0019336832738619432,-0.0006709721405861687,0.001077567109643532,-0.0012842460589292607,-0.0010279071463530944,-0.00021770174562475258,-0.0008929960185798115,0.005058269935721533,-0.0022104577509488837,-0.002618891663899938,-0.0017150697097641366,-0.004536282468203978,-0.007164844897490965,-0.007612402575712674,-0.005686009912227015,0.0038723470221216244,-0.005161100183864582,-0.0010680311100601813
129,-0.011621874414376473,-0.00029767359889289104,-0.07673382725375423,-0.02998206093949224,0.00010869993495279323,-0.3673246406811706,-0.01798968953721068,-0.06775999440505401,-0.01762842650648663,-0.01734397911318866,-0.009324415855138176,-0.0015638761160659742,-0.0013463446017953843,-0.0003391427975324231,-0.0012852657247906785,-0.0005542746495416681,-0.0013994396883749874,-0.000646057431921746,0.0033682143436540666,-0.002618891663899938,-0.0017150697097641366,-0.004531658699905343,-0.007164844897490965,-0.007131272325733003,-0.007071732731893853,0.0009928530921725273,-0.005834245991698413,0.007225815165176628
141,-0.011619335414406799,-0.00025150381675067657,-0.04596064626580042,0.024991857242373846,-0.0009195478004145686,-0.14306765821517417,-0.0028197136338598684,-0.012854946037202138,0.007254986786695629,0.016542643329049526,-0.006898562127265738,-0.001548486188685236,-0.0027049800697730533,-0.0017931462446631123,-0.0016049300788420254,-0.0005542746495416681,-0.0025879830277398238,-0.0031293472572181463,0.0005590210431602976,-0.002618891663899938,-0.0017150697097641366,-0.004648473436176284,-0.007164844897490965,-0.004643858888337612,-0.005927316982057611,-0.0029494583671933945,-0.005569836664395054,-0.0010680311100601813
107,-0.012548430417264488,-7.512933376783308e-05,-0.07603934943742391,-0.020723965467000196,-0.0008313605589231467,0.07265893368692755,-0.006276681443734596,0.05503205982993708,0.08025451590371674,0.008829814195333685,-0.0027989983766964297,0.00032476880644566786,0.004134276630933423,0.0005649607819712199,0.0001361202526371998,-0.0005542746495416681,0.002051137037927178,0.0022319137962962757,-0.0026909384930038204,-0.002618891663899938,-0.0017150697097641366,-0.004552975357186637,-0.007164844897490965,-0.003651561925095483,0.0020074011917776465,0.001524482067494462,-0.005834245991698413,-0.0010680311100601813
125,-0.00808890250162624,-0.0003931720098559741,0.10089782193476543,-0.024484737002728275,-0.0011178547958920872,-0.08339694087033338,-0.006484729093088324,-0.014727432362808622,-0.044526940230920284,-0.006851322655429895,-0.004830889904805943,-0.001298272155562305,-0.002135342619999976,-0.0011424225414292995,-0.0014869207093707736,-0.0005542746495416681,-0.0024841689524490005,-0.0037037423178343677,-0.001970322906512981,-0.002618891663899938,-0.0017150697097641366,-0.004605982469867992,-0.007164844897490965,-0.004634680107582972,-0.009832228698858443,-0.002739464334248342,-0.005834245991698413,-0.0010680311100601813
247,-0.0039020510416705677,0.00021531437763140952,-0.006892069043609365,0.1216356807537108,0.00017729348211359823,0.12430737552546423,0.016306383156550107,0.04200172722884091,-0.034213300576770245,-0.017004558249985143,-0.006436989368936786,-0.0014648328060026343,0.000907089317436943,0.011297758839864743,-3.454601230399582e-05,-0.0005542746495416681,0.009648511922475064,-0.0019280470373671625,0.0007261860652924973,-0.002618891663899938,-0.0017150697097641366,-0.004072851979284867,0.0010377608632117074,0.004354933161424419,-0.004621006653700224,-0.0031261124402129415,-0.005834245991698413,-0.0010680311100601813
192,-0.0016897910454016659,-0.0003804505297957355,-0.012359277620507673,-0.034918165258305954,-0.000984021156937098,-0.2842697507860041,-0.010641223132335528,-0.04754312437277188,-0.043736917975573074,-0.004787988601511605,-0.006462852729031259,-0.0008776890186069797,-0.00260706977551874,0.0023584115217804044,-0.001066337572415448,-0.0005542746495416681,-0.001152279335703389,-0.003131400102550354,0.0004481778154970422,-0.002618891663899938,-0.0017150697097641366,-0.004648473436176284,-0.007164844897490965,-0.004603134505754859,-0.005587974790801989,-0.0030678167407669375,-0.005834245991698413,-0.0010680311100601813
232,-0.012625730953262485,0.0005700942130256231,-0.019336289324250976,-0.011282621539766807,0.0008109809035991969,-0.0394512373301123,-0.011620497109732548,0.020399062309530976,-0.036797158471065,0.03517881277757609,0.012049920972424515,-0.001680690852336915,-0.001244361350170742,-0.0010998283352007413,-0.0018693394061453834,-0.0005542746495416681,0.0010824141721576459,-0.001312215527371949,-0.0008891051936902361,-0.002618891663899938,-0.0017150697097641366,-0.004377759653791541,-0.004525385519239734,-0.0014518447023957924,-0.010526110162000156,-0.003088708319547287,-0.005631210654909857,-0.0010680311100601813
