BACTERIA_NUMBER,BACTERIA,ALGORITHM,RHO,P_VALUE,RANDOM_RHO,RANDOM_P_VALUE,RHOS_DIFFERANCE,PARAMS,BETA
1,k__Bacteria;NA;NA,decision tree,0.015672155854453033,0.7592020347409402,-0.0022151598776925987,0.4877135683069073,0.01788731573214563,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
1,k__Bacteria;NA;NA,random forest,0.3649307676483358,1.4279395116478344e-13,-0.012507847541735844,0.5672106238499275,0.3774386151900717,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
2,k__Bacteria;NA;NA;NA,linear regression,0.37577884704208137,0.00075757475886691,0.01712937403646889,0.4651071571851707,0.35864947300561245, ,8808734899338.848;10117917698631.408;-3056484883181.683;-15870167228727.549;121515.38647460938;121515.44018554688;121514.33520507812;121516.58227539062;3818308310658.6016;-3818308067627.6855;121515.41845703125;121516.08447265625;121514.7275390625;121515.9873046875;121514.94873046875;121208.01916503906;3513281390367.573;-4151534718944.4336;638253693123.1877;2324087180936.5;-2324086937597.8203;121515.38897705078;121515.1708984375;121515.41088867188;121515.47570800781;121515.5048828125;121515.38671875;121515.44305419922;121513.62487792969;67656410547.382324;-648370377958.73;580714331957.4089;-541862063439.9104;541862306470.8286;121515.7611694336;121515.416015625;121515.44067382812;549943111517.7617;-549942868484.996;121515.4907836914;121515.47662353516;121515.36083984375;121515.44921875;121515.46459960938;121515.34143066406;121515.50109863281;121515.41296386719;121515.37469482422;147441215124.12354;-147440972092.7505;121515.00805664062;121515.47790527344;121515.5537109375;121515.2734375;-669397879021.123;669398122051.991;121515.37536621094;2754822808673.975;-2754822565643.1895;121515.474609375;121515.412109375;121515.4501953125;121515.5009765625;1759991472097.7368;-1759991229067.1304;121515.7738647461;-22563092394.242798;11281728470.287354;11281728470.287354;121515.4619140625;121515.67504882812;121515.1923828125;-777593833614.137;777594076644.9995;1245471974405.7366;1277028370939.2712;-2522499980797.6597;121514.39233398438
2,k__Bacteria;NA;NA;NA,ridge regression,0.4384562805615437,6.650956833248262e-05,-0.05107786949892214,0.5418374940080574,0.4895341500604658, ,-0.16096497108760968;-0.16096497108760943;-0.1609649710876095;-0.16096497108760946;0.039276615731319735;0.0005275459612013895;-0.027689678182652805;0.04435225294162353;0.026816313188993655;0.026816313188992746;-0.03743893892137746;0.046787012136896504;-0.059953271663078754;0.030198114018786606;0.014470186774368423;0.08037985003736524;-0.00997431718554366;-0.009974317185543355;-0.009974317185543527;0.08038949257429183;0.08038949257429173;-0.005443271797517565;-0.09031119189807191;-0.018168424931803775;0.012452627322669031;0.0740529050712355;-0.024330700656694695;0.009427008493702649;0.038899794947503674;-0.04366041371469027;-0.04366041371469012;-0.043660413714690205;0.021314794046129893;0.02131479404613024;0.21460072080675852;-0.02084504565224011;0.0071536351123600355;0.05831312206675943;0.058313122066759496;0.04432409601192536;0.009255226326772219;-0.05940603400455558;0.013017178119075146;-0.02658176963573138;-0.04417168844686633;0.04980042517666299;0.02279017875495835;-0.054724554238171526;0.03655875944951092;0.036558759449510675;0.007618992593964279;0.0329989278699805;-0.0034373224288043584;-0.03030550382184621;-0.004798911287066502;-0.004798911287066905;0.019793065959548647;-0.03344047649227838;-0.03344047649227756;0.0288359610415507;-0.02898341613911482;0.015732054864145716;0.028545215415169346;-0.005471235085702357;-0.005471235085702132;0.04037283365548097;0.004465521123978564;0.004465521123978976;0.004465521123978229;0.019221518732262233;0.027451220903468715;-0.02200043668373116;-0.005393879984074513;-0.005393879984074221;0.03694092832463657;0.03694092832463955;0.036940928324644684;-0.08657508214930594
2,k__Bacteria;NA;NA;NA,ard regression,0.4050423260949577,0.0002581667134225877,-0.01994058573005941,0.5427303415314109,0.4249829118250171, ,-0.16478824392836242;-0.16478824392831173;-0.16478824392832664;-0.16478824392833707;0.0;0.0;0.0;0.0;0.03362374282254307;0.03362374282255303;0.0;0.0;-0.0063857315054174565;0.0;0.0;0.06057814213510095;0.0;0.0;0.0;0.06402869911717297;0.06402869911717084;-0.00045977268887625346;-0.09485868037195805;-0.01996339410696875;0.0;0.044550250398082095;-0.040208830937810865;0.0;0.0;-0.00272774202635784;-0.0027277420263578283;-0.0027277420263578283;0.0;0.0;0.18827594370686865;0.0;0.0;0.0;0.0;0.0005498435612850405;0.0;-0.003130070824005373;0.013163588262080599;0.0;0.0;0.03520954132672062;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.014855059057275214;0.0;0.0;0.0;-0.015187918869776296;-0.01518791886977595;0.0;0.0;0.02680003539736765;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.32744924638977396;0.3274492463896338;0.3274492463894281;-0.9843548335385991
2,k__Bacteria;NA;NA;NA,svr,0.2427243110804533,1.4401396257401072e-06,0.0030207692078395238,0.5605735977285291,0.2397035418726137,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01},-0.06874127793111026;-0.06874127793111026;-0.06874127793111026;-0.06874127793111026;0.01783778479006599;-0.007206417900536488;0.004080064475649441;0.004695247552388028;0.019414506931001187;0.019414506931001187;0.014596494629668064;0.003883630296777774;0.0011342893112022223;0.014120915602760273;0.012134328860310236;0.01718463429855096;0.0010517274167006142;0.0010517274167006142;0.0010517274167006142;0.017184514682409637;0.017184514682409637;0.001783772355567732;0.008630539138778516;-0.030573740591879277;-0.007269211321565686;0.00360522913977846;0.007787679649204584;-0.019055276179069425;0.01822341366297126;0.002656619288854575;0.002656619288854575;0.002656619288854575;0.009606351464091029;0.009606351464091029;0.002031356743262758;-0.000922167380676364;-0.012968996268636889;0.018163890228314328;0.018163890228314328;0.006406781305774421;0.004417038902106859;-0.028899895963503442;-0.0017168335984047872;-0.011630139280611079;-0.007941688033214189;-0.0007042131753151805;0.005969355962096576;0.017962424582843414;0.009262993067564475;0.009262993067564475;0.00513555552522045;0.010723340420349399;-0.0032834813356424452;-0.004871482951977568;0.004356255738023958;0.004356255738023958;-0.0040656867859748;-0.00345400639951409;-0.00345400639951409;0.02206427698759163;0.0009323580442894753;-0.007898327742637407;-0.0056858876040540565;0.013917180613571913;0.013917180613571913;0.012118295272739098;0.0023424867154631323;0.0023424867154631323;0.0023424867154631323;0.004643931318715771;0.0031335087230525806;-0.00164442046658104;-0.0016525829664526634;-0.0016525829664526634;0.0042733930784588856;0.0042733930784588856;0.0042733930784588856;0.0014958416197521623
2,k__Bacteria;NA;NA;NA,decision tree,0.05284188755028417,0.3010501535504456,0.011622343799349186,0.39157654623392135,0.04121954375093498,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
2,k__Bacteria;NA;NA;NA,random forest,0.28497552876153337,1.2563950171079964e-08,0.01568741189826443,0.43112526675242463,0.2692881168632689,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
3,k__Bacteria;NA;NA;NA;NA,linear regression,0.4511278195488722,3.827818432985976e-05,0.024864609075135387,0.5434323487755299,0.4262632104737368, ,1245800568527.6575;-415267155060.19165;-415267154606.98303;-415267155717.71625;-224214.28454589844;-224214.11743164062;-224215.36712646484;-224212.84384155273;-224312.98419189453;-224115.22561645508;-224214.17697143555;-224213.55878448486;-224214.74588775635;-224214.95930480957;-224213.28812408447;-224407.08001708984;-223852.4439239502;-224502.4743900299;-224287.50546455383;-224407.46543884277;-223827.55752563477;-224214.30403137207;-224214.299118042;-224214.1703262329;-224214.0860900879;-224214.08193969727;-224214.1692123413;-224214.17180633545;-224215.6474533081;-224315.5581817627;-224054.80678844452;-224272.29220104218;-224070.01250457764;-224358.3247566223;-224213.89038848877;-224214.1121749878;-224214.12746047974;-224455.34742736816;-223971.31568145752;-224214.1139755249;-224214.13535690308;-224214.29084777832;-224214.1176261902;-224214.11682510376;-224214.13814544678;-224214.03261566162;-224214.12168884277;-224214.22747612;-224337.77673339844;-224089.9672012329;-224214.61753082275;-224214.09064102173;-224213.87670898438;-224214.44385528564;-224074.92930603027;-224353.36213684082;-224214.2124633789;-224123.03672790527;-224305.38426208496;-224214.0567855835;-224214.2015991211;-224214.13744735718;-224214.05410003662;-223569.75008392334;-224858.39556884766;-224214.22271347046;-223667.82862091064;-224487.27849578857;-224487.27849578857;-224214.09564208984;-224213.64632034302;-224214.65925598145;-224333.8946876526;-224094.38096809387;-224567.0284576416;-224571.26583099365;-223503.05795288086;-224215.2293548584
3,k__Bacteria;NA;NA;NA;NA,ridge regression,0.4832535885167464,8.518648876908436e-06,0.057931542142068464,0.5134565981937346,0.4253220463746779, ,-0.14852192067315748;-0.14852192067315761;-0.14852192067315717;-0.14852192067315742;0.028124266826939127;-0.003518024585704391;-0.017314126228821218;0.05120975723765992;0.03181524131425742;0.03181524131425598;-0.08309573064675124;0.048507149981579664;-0.03366038222036658;0.017505129615955257;0.012940210305976179;0.05186435343948779;-0.006998404561872251;-0.0069984045618718856;-0.006998404561871848;0.051871290614509506;0.05187129061450952;-0.043491863633017845;-0.008119375407359408;-0.03389019171767378;0.028553291203285126;0.07282125557334711;-0.006821849295355392;-0.019686084495235442;0.03824900585243322;-0.04631005934286968;-0.04631005934286974;-0.046310059342869775;0.005270396109764777;0.0052703961097650244;0.1565777209665479;0.016856711660959964;0.006879337102164463;0.05326581786550676;0.0532658178655071;0.01921576994510211;-0.000747330996770006;-0.12582874572779265;0.028760275697393707;-0.017920022843037592;0.04253925498127241;0.08328615196497048;0.034732291403383825;-0.03524064916508965;0.032116771395572064;0.03211677139557179;0.0021101776653975717;0.0357686524861847;0.017250103560094182;-0.03920992411075644;-0.00593886330098096;-0.005938863300981507;0.01776869846468197;-0.053451277058644574;-0.053451277058645115;0.06873965095599102;-0.04331109990731567;-0.0023969622163369803;0.05490740995677441;0.0033794010909856966;0.003379401090985801;0.01815325410897144;0.00797130912124711;0.007971309121247341;0.007971309121246975;0.02492764299863392;0.02760153059259869;-0.015140398103521583;-0.0008062394701110974;-0.0008062394701114177;0.029195097872088238;0.02919509787208232;0.02919509787208091;-0.06898759102346974
3,k__Bacteria;NA;NA;NA;NA,ard regression,0.5320994794679005,6.348930174308322e-07,0.03360849676639152,0.6057747579572671,0.498490982701509, ,-0.15900386996038934;-0.15900386996041246;-0.15900386996039859;-0.159003869960468;0.0;0.0;0.0;0.0;0.030120006638131965;0.030120006638132055;-0.04070998034293636;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.02194221390616626;0.0;0.05376897557429236;-0.033466797527566865;-0.003987757822485325;0.0016836047306453225;-0.0014721870770459955;-0.0014721870770459913;-0.0014721870770459868;0.0;0.0;0.11525937848131841;0.0;0.0;0.0018114070945496788;0.0018114070945496818;0.0;0.0;-0.13239718193473246;0.0;0.0;0.005063020603738922;0.06616100490727785;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.010461302502553024;0.0;0.0;0.0;-0.032848175516402976;-0.032848175516404746;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3375002332363754;0.33750023323757844;0.3375002332372453;-1.039198677743614
3,k__Bacteria;NA;NA;NA;NA,svr,0.2919698673981532,5.2856312553902555e-09,-0.000334834847082412,0.584297680932574,0.2923047022452356,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01},-0.05635611329035197;-0.05635611329035197;-0.05635611329035197;-0.05635611329035197;0.012183724995404079;0.0027259532676706293;0.006835148925264606;0.007395648913413096;0.016961479126358193;0.016961479126358193;0.00032973545960966456;0.0006326584253607948;-0.0040065528048827265;0.005906482517809678;0.0036692252159433746;0.02236231906200517;-0.009816805934242664;-0.009816805934242664;-0.009816805934242664;0.02236538375362606;0.02236538375362606;0.006137187696938905;0.020757201846714007;-0.01655048834372245;-0.006946542888732238;0.003703763101269413;-0.005529429659438832;-0.009048719218432713;0.01943880570088671;-0.0016460134242242323;-0.0016460134242242323;-0.0016460134242242323;0.0024390551845356726;0.0024390551845356726;0.008097048579220372;-0.005174230673201681;-0.012149517844459262;0.01979260896086918;0.01979260896086918;0.01462245547088102;0.010926386300995733;-0.022954280864482226;0.004593711107274303;0.00048706662393542874;-0.0005113468704065598;0.020795568118392293;0.022739669919934636;0.007755168377173327;-0.007041185126957708;-0.007041185126957708;-0.009703998290673536;-0.0036189812713792483;0.004013305586732974;0.0035259980773899202;0.005977433471992029;0.005977433471992029;-0.003347592423795322;-0.0007764038714653662;-0.0007764038714653662;0.013102689671504086;0.0017747991722947632;-0.009441729908208624;-0.0023121619720350033;0.011340248538936837;0.011340248538936837;0.007092487312529964;0.00048143685908764885;0.00048143685908764885;0.00048143685908764885;0.0011882932646351452;0.004257396467217472;0.0008956635832780721;-0.007100805496606287;-0.007100805496606287;0.0023085550924585125;0.0023085550924585125;0.0023085550924585125;-0.0031226848554740906
3,k__Bacteria;NA;NA;NA;NA,decision tree,0.04765175961300756,0.35108613754815005,0.01775752980370892,0.4573797933929416,0.029894229809298636,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
3,k__Bacteria;NA;NA;NA;NA,random forest,0.3968068376130232,5.710201261695527e-16,-0.005595289008010697,0.5294714689601656,0.40240212662103386,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
4,k__Bacteria;p__Actinobacteria,linear regression,0.36779010463220985,0.0009993533820034843,-0.016604448183395553,0.4659564187033077,0.3843945528156054, ,-12000994914625.695;4000332094967.512;4000332085693.1807;4000332096331.44;340591.1201171875;340591.5625;340591.8625488281;340591.52783203125;339054.3776855469;342128.73291015625;340591.5495605469;340592.02868652344;340591.11193847656;340590.7957763672;340592.3513183594;341041.62017822266;339076.90643310547;342823.4471435547;339874.3938293457;339145.8178100586;341587.71881103516;340591.33337402344;340591.30212402344;340591.5555114746;340591.70501708984;340591.6382446289;340591.5651855469;340591.6926269531;340592.42987060547;339464.52641296387;341704.5582809448;340605.4164657593;342518.3480529785;338664.7996826172;340591.5760498047;340591.6248779297;340591.50799560547;341407.11611938477;339775.3403015137;340591.71310424805;340591.48526763916;340591.73541259766;340591.5934448242;340591.676361084;340591.45137023926;340591.7594909668;340591.7268066406;340591.5308380127;342149.5357055664;339032.29217529297;340592.9285888672;340591.5812988281;340591.8781738281;340591.2476196289;340315.9645996094;340867.19470214844;340591.6571960449;340699.6584472656;340483.2829589844;340591.62158203125;340591.56924438477;340591.60540771484;340591.77673339844;340294.2407836914;340889.5775756836;340590.9047241211;339422.5054473877;341176.1333770752;341176.1333770752;340591.5704650879;340592.2192993164;340590.9337463379;341049.5181274414;340133.6688232422;341536.2984313965;341835.3832702637;338402.8123779297;340591.8267211914
