ID,Unassigned;p__;c__;o__;f___0,Unassigned;p__;c__;o__;f___1,k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae_0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae_0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae_1,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae_0,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae_1,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f___0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f___1,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae_1,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Barnesiellaceae]_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Odoribacteraceae]_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Bacillaceae_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae_1,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Turicibacterales; f__Turicibacteraceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae_1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Dehalobacteriaceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae_1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae_2,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae_3,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae_1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae_1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]_0,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae_0,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae_1,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae_0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__mitochondria_0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae_0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae_0,k__Bacteria; p__Tenericutes; c__Mollicutes; o__Anaeroplasmatales; f__Anaeroplasmataceae_0,k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae_0
d0.30,0.0816737343314005,-0.43510217962350795,-0.17962528347100146,0.06111544637077802,-0.19303021589576616,0.5983758666433754,0.08049023050026623,2.2191291435057052,-2.902260989930479,-0.46088738488000724,0.005805207810134225,-0.21817285576747986,-0.33318627284968594,-0.3477209849228783,-0.254429037902244,-0.10855590250487773,-0.16337072968236346,-0.13186314490987652,-0.1090635343655897,-0.46256927130863434,-1.1120787755728938,0.32550630547879855,-0.11343781113140576,-0.21776732422798545,-0.4299882780885969,-0.5431610379728553,-0.3019441783924588,0.06053606481263018,-0.4659392281949037,4.865629133532699,1.78751086144653,11.40687106480797,4.1716569862926836,-0.3289350616070605,5.9538801163600015,-0.21510160974659545,-0.38864008341507694,-0.23089835280385282,-0.5771093462792191,-0.7982350575968339,-0.3734792069535994,-0.13083645494613536,-0.4641387338023974,-0.15979550437376958,-0.2932702976818528,-0.461529066790312,-0.23238984157466702
d38.35,-3.520093638673692,0.2742150864830288,-0.17962528347100146,-0.23661825111439796,-0.5013330561367731,-1.1406145684120668,-0.2290022582071375,1.0433472073318977,0.36037930879631186,-0.2801872132525279,-0.0063587387727874044,-0.21817285576747986,0.15510817950230055,-0.9693965274667713,-0.8732387036323577,-0.10855590250487773,-0.16337072968236346,-0.13186314490987652,-0.1090635343655897,-0.46256927130863434,-0.9218806800093635,0.23219844628662054,-0.11343781113140576,0.9195176312045564,0.5509160770872699,-0.11643184271958407,-0.40565239710292295,-0.4435484545206301,2.635653125514201,1.4631096546001585,2.2209567899554647,-2.1343416481338076,0.3062383669253956,0.07407212624923226,0.3504915620671397,-0.25648510230602417,-0.09710476891232352,2.2396902407434256,1.569749415688269,-0.503968501567755,1.099140210754119,-0.13083645494613536,-0.4641387338023974,-0.15979550437376958,0.019665089747240128,-0.4365558393702678,-0.23238984157466702
d21.30,-0.3932509026769976,-0.34157247316487815,-0.17962528347100146,-0.23661825111439796,-0.5013330561367731,0.37969932980642224,-0.3249360714125372,1.2559054240482577,-0.04615849980487835,-0.4608873848800067,0.005805207810134199,-0.21817285576747986,-0.33318627284968594,-0.38136008843571556,-0.8951406218672556,-0.10855590250487773,-0.16337072968236346,-0.13186314490987652,-0.1090635343655897,-0.46256927130863434,-1.1221670704386,0.30493142283167135,-0.11343781113140576,-0.21776732422798545,-0.4299882780885969,-0.5431610379728553,-0.6797516765699474,-1.775836341225851,-0.4659392281949037,2.2924837255506163,0.6794088287580551,1.683162356803115,-1.5234011825381277,-0.3289350616070605,2.154111059298236,-0.43902237521246384,-0.38864008341507716,-0.23089835280385404,0.6470431899275293,-3.1000309488231883,0.2439080648001066,-0.13083645494613536,-0.020438534370292263,-0.15979550437376958,-0.2932702976818528,1.0514595954897739,-0.23238984157466702
d0.12,0.11707005684933933,0.40467415351183783,-0.17962528347100146,-0.520118406742111,0.8298060432472831,-0.9128147148642168,-0.04735791224496777,0.3855906871063054,0.5460856477377989,-0.46088738488000724,0.005805207810134225,-0.21817285576747986,-0.33318627284968594,0.5150665529382625,0.3232856502012232,-0.10855590250487773,-0.16337072968236346,-0.13186314490987652,-0.1090635343655897,-0.46256927130863434,-1.1185035717353815,0.3197877796670813,-0.11343781113140576,-0.21776732422798545,-0.4299882780885969,3.597416244895814,-0.3019441783924588,0.06053606481263018,-0.4659392281949037,-1.6401523677732532,-0.37751841650468754,0.2953951523706772,-0.17828713090392823,3.2555994784388327,-0.891592258288918,-0.1108480335485554,-0.36105590554399236,0.013023126667444413,-0.22992449937827783,1.0423075011065377,2.6975828704588807,6.759911788146544,-0.33829985241013955,-0.15979550437376958,-0.2932702976818528,-0.461529066790312,-0.23238984157466702
d24.29,-0.25257175547277194,-0.3692772463384563,-0.17962528347100146,-0.23661825111439796,-0.5013330561367731,-0.7049918840532505,-0.25649062444406023,0.1579292842108477,0.2882864144555917,-0.46088738488000724,0.005805207810134225,-0.21817285576747986,-0.33318627284968594,-0.9085632290106744,-0.9166495919677051,-0.10855590250487773,-0.16337072968236346,-0.13186314490987652,-0.1090635343655897,-0.46256927130863434,-0.35600425835292265,0.6641614023291789,-0.11343781113140576,-0.21776732422798545,-0.4299882780885969,-0.5431610379728553,-0.7409995899612548,-2.0735381566260203,-0.4659392281949037,-0.8713388417994238,-0.07842841917818386,0.11972395528157596,-0.3034181741852571,-0.3289350616070605,-0.5704872620549358,-0.06408400041806922,-0.38864008341507694,-0.23089835280385282,-0.3433956852481581,0.04604492731485167,-0.5999318296503817,-0.13083645494613536,-0.37942805033576166,-0.15979550437376958,-0.2932702976818528,2.664932807750285,-0.23238984157466702
d0.18,0.22610012431546372,-0.46354491939202863,-0.17962528347100146,0.08025221527636678,-0.17321411762921857,0.7714563943364923,-0.34965645915257115,3.904950628983616,-2.085674214366266,1.4863072762760396,0.18364306161366464,-0.21817285576747986,0.8833446035198005,-0.4498058958717514,-0.9088351926785948,-0.10855590250487773,-0.16337072968236346,-0.13186314490987652,-0.1090635343655897,-0.46256927130863434,-1.2819222150162721,0.4028767792178932,-0.11343781113140576,-0.21776732422798545,-0.4299882780885969,-0.5431610379728553,-0.3019441783924588,0.06053606481263018,-0.4659392281949037,3.1494642051234787,-0.665380476139138,-0.1531057766367991,-3.3059105651164553,-0.3289350616070605,5.588956279229308,-0.39819909697718087,-0.38864008341507694,-0.23089835280385282,-0.5771093462792191,0.26744260390487734,0.13320765255051767,-0.13083645494613536,0.10872075174114756,-0.15979550437376958,0.8586308970972547,-0.461529066790312,-0.23238984157466702
d38.11,0.2621055721473223,-0.4706356843349425,-0.17962528347100146,-0.23661825111439796,-0.5013330561367731,2.791371510481136,0.2161960845592922,0.6258636441252879,-0.09491804700480103,-0.11635864255312024,-0.017386962845823892,-0.21817285576747986,-0.33318627284968594,1.0455003336232365,2.34287708150542,-0.10855590250487773,-0.16337072968236346,-0.13186314490987652,-0.1090635343655897,-0.46256927130863434,3.1400357033737243,-1.7527459579953606,-0.11343781113140576,-0.21776732422798545,-0.4299882780885969,-0.5431610379728553,-0.3019441783924588,0.06053606481263018,-0.4659392281949037,0.008048081261094431,-0.5979958721349652,0.1288175978586148,-0.39649689299217894,-0.3289350616070605,-0.0478072174853642,-0.24235483678112166,-0.38864008341507694,-0.23089835280385282,-0.5771093462792191,0.08141905454252732,0.8696952770037062,-0.13083645494613536,0.12931169259074138,-0.15979550437376958,-0.2932702976818528,-0.461529066790312,-0.23238984157466702
d11.14,5.173830813312458,3.292852588385345,-0.17962528347100146,-0.1261112638148235,-0.445428504111198,-0.7408335661653742,-0.25422896700559244,-0.7303399288604843,-0.6285589645290898,-0.25035672143214277,-0.008366797236580572,-0.21817285576747986,-0.33318627284968594,-0.08397985025366886,-0.5773125470139836,-0.10855590250487773,-0.16337072968236346,-0.13186314490987652,-0.1090635343655897,-0.46256927130863434,-0.716707622484964,0.12820746766231436,-0.11343781113140576,1.107263825659849,-0.4299882780885969,-0.5431610379728553,-0.3019441783924588,0.06053606481263018,-0.4659392281949037,0.5108657070073048,0.9601736331475306,0.06470948300524586,-0.553176770081051,-0.3289350616070605,-0.2880803101494704,-0.19093406281766004,-0.3488944386762502,0.12056459499702778,-0.0768556991297849,-1.4838836846824064,-0.1895746579570749,-0.13083645494613536,1.167736157583025,-0.15979550437376958,-0.2932702976818528,-0.461529066790312,0.8762753019168176
d32.1,0.2216993122946096,-0.462678241556398,-0.17962528347100146,-0.9608748486073645,3.320956656655666,-0.5246404150802143,-0.11247999937646305,0.8119256598481891,0.746073967924257,-0.46088738488000724,0.005805207810134225,-0.21817285576747986,-0.33318627284968594,-1.0776045124083506,-0.6163107583495941,-0.10855590250487773,-0.16337072968236346,-0.13186314490987652,-0.1090635343655897,-0.46256927130863434,-0.9445634280238703,0.23295016958144135,-0.11343781113140576,-0.21776732422798545,-0.4299882780885969,-0.17845194066648098,-0.3019441783924588,0.06053606481263018,-0.4659392281949037,-1.369990336585881,-0.40344226220915674,0.18981663870927604,-0.09930596156949133,-0.3289350616070605,-1.0237452192195458,-0.057434149395137295,-0.38864008341507694,-0.23089835280385282,-0.5771093462792191,1.0712830608566126,-0.0928713333300749,-0.13083645494613536,-0.3311294985100153,-0.15979550437376958,-0.2932702976818528,-0.45619315157141926,-0.23238984157466702
d4.36,0.19267096434629358,-0.0515880105951408,-0.17962528347100146,-0.02649821321728504,-0.342090076184858,-1.4049542146779053,1.3513482915138157,-1.6424840042277191,0.025551192518678406,-0.39093742305899937,0.0010964817950740785,-0.21817285576747986,0.5623631142831436,0.10040448593243728,-0.8006373178143947,-0.10855590250487773,-0.16337072968236346,-0.13186314490987652,-0.1090635343655897,-0.46256927130863434,-1.303112584608096,0.41174578641133397,-0.11343781113140576,0.22248150617221385,-0.4299882780885969,-0.21278292436030036,-0.3019441783924588,0.06053606481263018,-0.4659392281949037,-1.8752782752359178,-0.3408064942210584,0.27555540266922685,-0.08237672040533353,6.4573323007067485,-1.3863557249630578,-0.10100142900513634,-0.37543437605396957,-0.11412287042259549,-0.5771093462792191,-0.012181383467240845,-0.10342732277861762,-0.13083645494613536,-0.4641387338023974,-0.15979550437376958,-0.17213140663401177,-0.461529066790312,-0.23238984157466702
