BACTERIA_NUMBER,BACTERIA,ALGORITHM,RHO,P_VALUE,PARAMS
6,k__Bacteria;p__Actinobacteria;c__Actinobacteria,decision tree,0.05204615476425683,0.3083980469374854,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
6,k__Bacteria;p__Actinobacteria;c__Actinobacteria,random forest,0.10951357220480057,0.0316907518872452,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
7,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales,linear regression,0.23924803777724524,0.03611836865284845,
7,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales,ridge regression,0.3859035701140964,0.0005278677433307557,
7,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales,ard regression,0.2905515537094484,0.01036417519720565,
7,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales,svr,0.14525246041278694,0.004290789671408473,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
7,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales,decision tree,0.06949042552106657,0.17360459482536628,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
7,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales,random forest,0.03848248395533183,0.4515072719453754,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
8,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae,linear regression,-0.06501521536075103,0.5742729531119763,
8,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae,ridge regression,-0.005652242494347758,0.9610887584193226,
8,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae,ard regression,0.01593143698406856,0.8906198593999599,
8,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae,svr,0.10738802972635926,0.03517410135289931,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
8,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae,decision tree,0.027798894141076842,0.5865893028521993,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
8,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae,random forest,0.1997357778300205,7.940463408163541e-05,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
9,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium,linear regression,0.1620221883379778,0.15918871465057066,
9,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium,ridge regression,0.1911772438088228,0.09580606715383004,
9,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium,ard regression,0.2577422577422577,0.02363148208862007,
9,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium,svr,0.1883772640517595,0.0002011677211314103,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
9,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium,decision tree,0.0447566961716443,0.3811533482156879,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
9,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium,random forest,0.13385947022964426,0.008543076546202828,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
10,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,linear regression,0.35852404954725103,0.0013660446477811266,
10,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,ridge regression,0.3915821021084179,0.0004288496772409743,
10,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,ard regression,0.3900836006099164,0.00045317945923510324,
10,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,svr,0.2592282618490753,2.4916569981265613e-07,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
10,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,decision tree,0.040914969133474983,0.4234011803498985,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
10,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,random forest,0.2879080293286304,8.764338261520824e-09,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
11,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae,linear regression,0.4378253325621746,6.832584439973618e-05,
11,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae,ridge regression,0.5183763604816235,1.3720693675506888e-06,
11,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae,ard regression,0.40427993059572,0.00026584867467987583,
11,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae,svr,0.3134566936544305,3.1813129163613815e-10,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
11,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae,decision tree,0.008177515863712065,0.8729319732947554,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
11,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae,random forest,0.24868639576083626,7.750068796992787e-07,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
12,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae;g__Cellulomonas,linear regression,0.3136924988614967,0.0054675992381239035,
12,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae;g__Cellulomonas,ridge regression,0.393290919606709,0.0004025669038774805,
12,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae;g__Cellulomonas,ard regression,0.4390609390609391,6.481106591212894e-05,
12,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae;g__Cellulomonas,svr,0.2691118698283015,8.210942824596307e-08,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
12,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae;g__Cellulomonas,decision tree,0.054369006149456535,0.2872764479586536,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
12,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae;g__Cellulomonas,random forest,0.2581657136816244,2.7999782343169745e-07,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
13,k__Bacteria;p__Actinobacteria;c__Coriobacteriia,linear regression,0.4491823965508176,4.172595817587016e-05,
13,k__Bacteria;p__Actinobacteria;c__Coriobacteriia,ridge regression,0.4973447605026552,4.195117209258274e-06,
13,k__Bacteria;p__Actinobacteria;c__Coriobacteriia,ard regression,0.5315473999684526,6.553155989059797e-07,
13,k__Bacteria;p__Actinobacteria;c__Coriobacteriia,svr,0.3775144975247848,1.734801200190859e-14,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
13,k__Bacteria;p__Actinobacteria;c__Coriobacteriia,decision tree,0.030384795180095674,0.5522503584727321,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
13,k__Bacteria;p__Actinobacteria;c__Coriobacteriia,random forest,0.3944358234043431,8.793296717331423e-16,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
14,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales,linear regression,0.2457295712864688,0.03122869828139207,
14,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales,ridge regression,0.2330038382669961,0.04141814534785535,
14,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales,ard regression,0.21494295178505704,0.060480671796520426,
14,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales,svr,0.2722777380910655,5.699125154751947e-08,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
14,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales,decision tree,-0.054814385517250964,0.2833404713296981,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
14,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales,random forest,0.2772762301847926,3.17150580732575e-08,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
15,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae,linear regression,0.3154968097058627,0.005190679990754709,
15,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae,ridge regression,0.3297754876702245,0.003402283925288199,
15,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae,ard regression,0.2860560492139439,0.011668488406255808,
15,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae,svr,0.1989602714616336,8.475039996432888e-05,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
15,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae,decision tree,-0.025838592151258867,0.6132599093201807,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
15,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae,random forest,0.1867949111777533,0.00022802586781998712,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
16,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella,linear regression,0.2815361055854065,0.013121450454976244,
16,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella,ridge regression,0.4337767495662232,8.111856963780245e-05,
16,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella,ard regression,0.34428729165571265,0.0021693433334485216,
16,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella,svr,0.19715387948934526,9.854475073064666e-05,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
16,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella,decision tree,0.09315642804674636,0.0678668525491111,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
16,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella,random forest,0.2362818024898245,2.7636234462425884e-06,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
17,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales,linear regression,0.26189599873810393,0.021399736394467,
17,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales,ridge regression,0.3419212366580787,0.0023378993151433234,
17,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales,ard regression,0.4357747515642252,7.455113418684058e-05,
17,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales,svr,0.4889258824802682,1.5745390765965276e-24,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
17,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales,decision tree,-0.005752644336985328,0.9104198836540116,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
17,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales,random forest,0.4612454066309265,1.1166189252122175e-21,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
18,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae,linear regression,0.3784234985316193,0.0006901219217420764,
18,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae,ridge regression,0.3836163836163836,0.0005733365057605098,
18,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae,ard regression,0.3737315316262684,0.0008138517081044384,
18,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae,svr,0.43528076216366346,3.13283568480218e-19,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
18,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae,decision tree,0.06289396489753253,0.21821992256713896,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
18,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae,random forest,0.4455991606516794,3.532774858143527e-20,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
19,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Adlercreutzia,linear regression,0.3775913988827661,0.0007107306563183402,
19,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Adlercreutzia,ridge regression,0.3985225301014774,0.00033099610512973024,
19,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Adlercreutzia,ard regression,0.3140280771859719,0.00541512795471487,
19,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Adlercreutzia,svr,0.314331704999646,2.823410622154854e-10,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
19,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Adlercreutzia,decision tree,0.03864779734520609,0.4495644819351553,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
19,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Adlercreutzia,random forest,0.3448784894714017,3.4106808208436414e-12,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
20,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella,linear regression,0.17148340735786965,0.13590407174207805,
20,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella,ridge regression,0.29812292970187704,0.008453430542937266,
20,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella,ard regression,0.3306956201693043,0.0033086503718754014,
20,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella,svr,0.27470376220903664,4.2944118257725684e-08,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
20,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella,decision tree,0.0034296190771487,0.9465217026166542,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
20,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella,random forest,0.33097587519027416,2.705327573176143e-11,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
21,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter,linear regression,0.3712603186287397,0.0008868292028230893,
21,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter,ridge regression,0.3720490036279509,0.0008629173799339907,
21,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter,ard regression,0.4398496240601504,6.265604690735494e-05,
21,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter,svr,0.271900893892526,5.9537667982889796e-08,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
21,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter,decision tree,0.04105249865575807,0.4218431676028961,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
21,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter,random forest,0.2942302728565104,3.9752897082521e-09,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
22,k__Bacteria;p__Bacteroidetes,linear regression,0.4625637520374362,2.280978475326253e-05,
22,k__Bacteria;p__Bacteroidetes,ridge regression,0.5176928334823071,1.4245090281033253e-06,
22,k__Bacteria;p__Bacteroidetes,ard regression,0.5232399179767601,1.04819432640248e-06,
22,k__Bacteria;p__Bacteroidetes,svr,0.4786215753380411,1.9443790565280783e-23,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
22,k__Bacteria;p__Bacteroidetes,decision tree,0.08179934685064279,0.10904804224367684,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
22,k__Bacteria;p__Bacteroidetes,random forest,0.4729591951252449,7.46615403962249e-23,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
23,k__Bacteria;p__Bacteroidetes;NA,linear regression,0.3968925811031073,0.0003519331129766377,
23,k__Bacteria;p__Bacteroidetes;NA,ridge regression,0.4392975445607024,6.415745143510421e-05,
23,k__Bacteria;p__Bacteroidetes;NA,ard regression,0.4815710605184289,9.251250546705754e-06,
23,k__Bacteria;p__Bacteroidetes;NA,svr,0.3953277354499059,7.478177487049378e-16,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
23,k__Bacteria;p__Bacteroidetes;NA,decision tree,-0.02487203186128746,0.6266035550318008,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
23,k__Bacteria;p__Bacteroidetes;NA,random forest,0.4013588566029038,2.468509589448674e-16,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
24,k__Bacteria;p__Bacteroidetes;NA;NA,linear regression,0.3679602481305165,0.000993547892518803,
24,k__Bacteria;p__Bacteroidetes;NA;NA,ridge regression,0.4977916820022083,4.099796377663514e-06,
24,k__Bacteria;p__Bacteroidetes;NA;NA,ard regression,0.4941637310058362,4.936127156376568e-06,
24,k__Bacteria;p__Bacteroidetes;NA;NA,svr,0.468036065449695,2.3570410652514256e-22,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
24,k__Bacteria;p__Bacteroidetes;NA;NA,decision tree,0.050635293083701634,0.3217142014701241,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
24,k__Bacteria;p__Bacteroidetes;NA;NA,random forest,0.3993048646654687,3.609712811911831e-16,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
25,k__Bacteria;p__Bacteroidetes;NA;NA;NA,linear regression,0.3763341921236658,0.0007429322094776957,
25,k__Bacteria;p__Bacteroidetes;NA;NA;NA,ridge regression,0.4555181660444818,3.1447394181645785e-05,
25,k__Bacteria;p__Bacteroidetes;NA;NA;NA,ard regression,0.4743940270256059,1.3089781610140198e-05,
25,k__Bacteria;p__Bacteroidetes;NA;NA;NA,svr,0.390999353503338,1.633978829044257e-15,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
25,k__Bacteria;p__Bacteroidetes;NA;NA;NA,decision tree,0.12027258775265535,0.018234538762379262,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
25,k__Bacteria;p__Bacteroidetes;NA;NA;NA,random forest,0.33865989609947783,8.723612558634418e-12,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
26,k__Bacteria;p__Bacteroidetes;NA;NA;NA;NA,linear regression,0.2711499027288501,0.017065902925711134,
26,k__Bacteria;p__Bacteroidetes;NA;NA;NA;NA,ridge regression,0.3684210526315789,0.0009779780068574929,
26,k__Bacteria;p__Bacteroidetes;NA;NA;NA;NA,ard regression,0.3599032546400968,0.0013047086953224215,
26,k__Bacteria;p__Bacteroidetes;NA;NA;NA;NA,svr,0.4959111566665554,2.727898646018853e-25,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
26,k__Bacteria;p__Bacteroidetes;NA;NA;NA;NA,decision tree,0.08422565858180621,0.0989048260456795,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
26,k__Bacteria;p__Bacteroidetes;NA;NA;NA;NA,random forest,0.3705548944912875,5.629656298487503e-14,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
