BACTERIA_NUMBER,BACTERIA,ALGORITHM,RHO,RANDOM_RHO,P_VALUE,RANDOM_P_VALUE,RMSE,RANDOM_RMSE,PARAMS,BETA
5,Ruminococcus-obeum,ard regression,0.4338461538461538,-0.03353846153846154,0.030252826751616755,0.6174413982547696,0.04124598396168255,0.08715427206846144,,0.0011407372598210843;0.0;0.0;-0.0007792565025448915;0.0004724536401837144;-0.6961623948069416;0.00030131066128973716;1.0506989832186453;-0.0031748180945812545;-0.0017867428385462943;0.0;0.28087025014112;0.14510593926823676;0.0312604286164539;0.0;-0.5701370820561933;-0.0005916213406231184;0.19946919254770468;-0.03657973728846009;1.0714616153317884;0.0;0.013731758655766813;-0.0008450405523118956
5,Ruminococcus-obeum,random forest,0.20003871374781104,0.027408194969184924,0.02530661462567681,0.4264351501858882,0.06497282302676842,0.09108314543515787,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
6,Clostridium-ramosum,ard regression,0.4476923076923077,-0.07946153846153847,0.02482425890186217,0.5053214147476638,0.00981771876561549,0.02870195825571069,,0.0;0.0;0.0;0.0;0.0;0.0;-0.4676790696819329;-0.5514267060890207;0.005900240734055393;0.0;0.0010303617710946378;0.0;0.0;0.0;0.007097657813985771;0.0;-0.1150686663561373;0.0;0.00368321644533835;-0.15536844451316956;-0.13054269502972365;0.1954843412705787;0.0
6,Clostridium-ramosum,random forest,0.4388255806721679,-0.03659895980681811,3.071186731113141e-07,0.40845748608665466,0.008625743335756705,0.020182109495941014,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
7,Bacteroides-ovatus,ard regression,0.3361538461538461,-0.04661538461538462,0.10039669717956896,0.32750400869769025,0.008932729711910262,0.010814783614031794,,0.003047548266402655;0.0;0.0;0.1594995410249798;0.0;0.047208132607944986;0.17757269372569381;-0.7167715664737622;0.0;0.004514721559509251;-0.0827261845052542;0.014212998803440237;0.0;0.0;0.0;0.10249212373730611;0.0;0.0;0.033736488996250924;-0.0010996832248172017;-0.0026733461149874285;0.09285934981502315;0.0
7,Bacteroides-ovatus,random forest,0.3946479053782169,-0.023047499121795986,5.257844015171286e-06,0.4417027638538996,0.005795067198142229,0.008280167915746154,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
8,Akkermansia-muciniphila,ard regression,0.38,0.0826153846153846,0.0609698561366552,0.443840199565679,0.2202522147315336,0.2529518763256369,,-0.0009593871242172855;0.0;0.0;-0.4634673884368992;0.37840281200619225;-0.0004452832111164817;0.0009181018561222712;0.4457858886792944;-0.13516663970739562;0.0;0.0007153396232720303;-0.0011343703604846554;0.0004109867628030366;0.09034620890363006;-0.07884380205437992;0.3576313616196948;0.3798398281571053;-0.10892160601805226;0.0;0.0010143527331656038;0.0010162145697782327;-0.5430004019528064;0.0012775872301698647
8,Akkermansia-muciniphila,random forest,0.2321811543952356,-0.0005994408112231438,0.009174233348838013,0.6880576247645107,0.04017022143862048,0.05152602585042545,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
9,Parabacteroides-distasonis,ard regression,0.2415384615384616,-0.02107692307692308,0.24475409855765914,0.4756918203284572,0.06927886176957787,0.07956228985333591,,0.0007544966112522604;-0.037516050332080386;-0.10272411806008791;0.0007987519715642778;0.30688314739537453;0.5065678062656732;-0.17065765244225378;0.003453207166016039;-0.05464142270553958;-0.3719755061725277;-0.0012587601046933619;0.0006299455586301731;0.3296164403973891;0.11539027563764333;0.08488070400138818;-0.00023327247609663035;-0.0005007453185190985;0.0;0.0;0.0007544966112522528;0.0013498306682208272;-0.42589623354988854;0.0
9,Parabacteroides-distasonis,random forest,0.4184707147424368,0.04206874953026159,1.195291904429544e-06,0.4549078872495965,0.07735953570989683,0.11163708353813366,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
10,Bacteroides-fragilis,ard regression,-0.019230769230769232,-0.06546153846153846,0.9273024767969302,0.4802575922277771,0.009144124968277016,0.01453992871131079,,-0.0059695704220840435;0.0;0.03425443668306378;0.16470233910409476;0.0013105248125261323;-0.10926691429560094;0.0007535233673959041;-0.33413881659271916;0.0;0.0;-0.6598157852462668;0.0;-0.05092564194991063;-0.055128641729614576;0.0;0.0;-0.1320457655179318;-0.060447114705920416;0.001825183668214961;-0.005969570422084076;-0.10986676105467817;0.2561211816240942;0.0
10,Bacteroides-fragilis,random forest,0.3105106487470898,-0.03397224198209358,0.000424655998109105,0.5522729070142843,0.015101744246932912,0.02100374558573761,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
11,Bifidobacterium-longum,ard regression,0.6407692307692306,0.0696153846153846,0.0005587569573784464,0.4824305057783642,0.04778381082925806,0.094838868341007,,-0.0006372559779365766;0.0;0.0;0.0013005728115622658;-0.0007988079173588006;0.013288070491931474;0.00023868856430775976;0.030845445874683478;0.0;0.0;0.26690113817532923;-0.9124325480039308;0.0;-0.0030435752704685137;0.0004536364098143102;0.0003011165134491302;0.0009462689296122492;0.0;0.0;-0.0018623235835472402;0.0005975857446727653;0.00010288841740843523;0.28201403567168964
11,Bifidobacterium-longum,random forest,0.2162439517862307,-0.017487364672525492,0.015430123192940626,0.6195169176024196,0.048128677516369435,0.10080486086617298,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
12,Bacteroides-vulgatus,ard regression,0.5069230769230769,0.06223076923076923,0.009704932351348812,0.4654718167064624,0.058520496952217886,0.06820728366257313,,0.6729258873128023;0.0;0.0;-0.22930514150565143;-0.0016794664100604013;0.08686436383609086;-0.14007881279828097;0.0034649887420337817;0.0;-0.04677108870117064;-0.0012949287680472897;0.0013234178174677787;-0.6874572493160283;0.12332884597908082;0.20583855548725563;0.22273939051955582;0.11321938420969826;0.023021558187262984;-0.013668238170843464;0.0003905022517612854;0.04063250672938742;-0.05073362691030591;0.0
12,Bacteroides-vulgatus,random forest,0.4377887214864304,0.0016284268095659096,3.2984433627578503e-07,0.442972987710454,0.0260090269312261,0.04250687489608496,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
13,Enterococcus-faecalis,ard regression,0.5415384615384615,-0.04638461538461537,0.005176745540869125,0.6154475359603685,0.05414120072601878,0.1379602599344388,,-0.19521232429578142;0.0;0.17660956600475777;-0.0007789433468923296;-0.001688129370984566;-0.0007324557407587815;0.09044146343721728;-1.115435588996945;0.0;0.0;0.0011184040695329587;-0.37168916451636963;0.0022898652901374265;-1.1161607259301098;0.0025218355183457006;0.8927880811774617;0.0004986368595200119;0.0014424204622555735;-0.1174562826606141;-0.19521232429578528;-0.46581228180686124;0.2796813674445441;0.01913612253478556
13,Enterococcus-faecalis,random forest,0.3927532285502721,-0.001447910559844133,5.886720604179973e-06,0.4046890105732639,0.0756464231006738,0.11459328361368022,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
14,Prevotella-melaninogenica,ard regression,0.5915384615384616,-0.011999999999999995,0.0018428212334481067,0.4366878148539339,0.01595240105971469,0.052600658653992896,,0.0;0.0;0.0;0.0013445213916478042;-0.001570434152156796;0.0008480870598785884;0.13297738903691636;-0.000551614253681071;0.03484069764892683;0.12366381833292067;0.001087324892139201;0.37094943767345434;0.0;0.16973001140117433;-0.7806386906408646;0.000676884063840348;-0.0016383051259868386;0.0;-0.0049074463894075914;-0.0008439230778197515;0.07613090692908792;0.0;-0.0003182192241386906
14,Prevotella-melaninogenica,random forest,0.3899924122891997,0.034150144667805124,6.931538812422328e-06,0.4410804243681431,0.018513323657915904,0.03998853345411529,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
15,Klebsiella-oxytoca,ard regression,0.3030769230769231,-0.06115384615384615,0.1408325286477115,0.5680055877039119,0.00756327874831168,0.01565995226101631,,-0.003254936253851875;0.0;0.0;0.19027824078110317;-0.001264374866901499;0.0;-0.0010336095833684683;-0.2293553651468948;0.0;0.0;0.0009424066846261815;0.0;-0.04493303225996272;0.0;0.0;-0.3742571164788666;0.0;0.06212682874619186;0.0;-0.0032549362538518574;-0.00043489871878249974;0.10521257123393721;0.20243159591124882
15,Klebsiella-oxytoca,random forest,0.4060121744497901,-0.090160781696091,2.6308310767102413e-06,0.17842186791800702,0.012693561689818195,0.019762413687322518,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
16,Lactobacillus-fermentum,ard regression,0.4630769230769231,-0.05484615384615386,0.019744623628576208,0.558037058285793,0.0505160406299936,0.0925066516019004,,0.16385033338379562;0.0;0.0;0.0;0.1831516426953841;-0.11422874061251226;0.0;-0.0035858896675553423;0.0;0.0;0.0;0.0;0.0012107795915307193;0.0;0.0;-0.08262787001567798;-0.9780487927136751;0.0;-0.0017410847465817755;0.16385033338380153;0.0;0.0;0.10715483527665239
16,Lactobacillus-fermentum,random forest,0.31689623910085857,-0.006739322178477605,0.00031739268340736363,0.4819640096590054,0.03134996155812495,0.04284129959626709,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
17,Lactobacillus-reuteri,ard regression,0.5015384615384615,0.02861538461538462,0.010641540371194008,0.627010825390814,0.0394473255244592,0.06835098914441498,,-1.0809678768519546;0.00208743714436682;0.0;-0.00010838468734676686;0.0;-0.09493781280993262;-0.000378853461257324;-0.5575443480100681;0.0024906558862800863;-0.0006931937984022089;-0.0007132704108701579;0.228927721774188;-0.0004858013874974562;0.0011869898490105384;-0.19704610349379648;0.46735432195510646;0.000885700080896999;-0.5908150682763146;7.563613454260665e-05;1.4968132988394411;-0.008689433959630103;-0.0027285181328107894;-0.07325544052502085
17,Lactobacillus-reuteri,random forest,0.6840210863922034,-0.010285756467808093,1.467285496372463e-18,0.4511536431404398,0.07223203480396155,0.18709061028082727,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
18,Roseburia-hominis,ard regression,0.06,-0.047076923076923086,0.7757225089906123,0.7066000425356611,0.02894036036125212,0.03292950140704594,,-0.2674960147669581;0.0025673860531831507;0.0;-0.24219360666280332;0.11629935469728796;0.13665635465082335;0.5313617607447375;1.077927158604954;0.0;-0.0007717673525196918;-0.7956097354327368;0.01842484355571478;0.0006841422485374696;0.0;0.0;-0.773751709128486;-0.22666845421287968;0.0;-0.9909554243676959;1.004286346064296;-0.0017791356559295982;-0.0658338207493481;-0.0932474796309601
18,Roseburia-hominis,random forest,0.33361907073183483,0.0035076480722478712,0.00014351866909579882,0.3480361793837052,0.057490926365522735,0.10187026221809356,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
19,Staphylococcus-epidermidis,ard regression,0.6938461538461538,0.0007692307692307638,0.00011975873931514003,0.3938695748960344,0.018292569379235343,0.028878627911302333,,-0.33365776995942625;0.0;0.0;0.0;0.0;0.0;0.13798431202369582;-0.07822189292011389;0.02437700586744296;0.010721280608629563;0.0;0.0;-0.03039167257904354;0.0;-0.06288776923021776;-0.041171895158284386;0.0;0.0;0.020360830465525486;-0.3336577699594046;-0.12665725920040555;0.0;0.09229795446109812
19,Staphylococcus-epidermidis,random forest,0.2912241040714961,-0.010133314529073177,0.0009842275584608618,0.6079379897050592,0.01219435150474253,0.012329577956056664,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
20,Propionibacterium-acnes,ard regression,0.6630769230769231,-0.01653846153846154,0.0003033129095710221,0.5364917186708872,0.002033556192930684,0.014473804710710502,,0.024516478972006334;0.0;0.0;0.0008212629555765523;0.0;0.0;0.0011750301978503024;-0.3546415534966757;0.0;0.10443786084671809;0.0;0.11313757457371401;-0.001861776965008558;0.033687702026768386;-0.006214116376853657;0.0;0.0018002480346477076;0.09503736328564716;0.06239858422718753;-0.0012957125071186115;-0.6505631079218903;0.15311014023016611;0.2059006660884763
20,Propionibacterium-acnes,random forest,0.3654421368875633,-0.016154409895052416,2.7820796020543634e-05,0.4130732896352175,0.020432582731088528,0.02192039107956676,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
21,Escherichia-coli,ard regression,0.7576923076923077,-0.028000000000000004,1.1529764999561728e-05,0.4962802848336083,0.008146255089982136,0.02725204521519017,,-0.0015487605385215895;0.0;0.0;0.0;0.0015181900120920576;-0.17343218182564357;0.0002252254534048414;-0.19070282801518249;0.0;0.0;0.000770684278730539;0.0;-0.11258815187015553;-0.1451475291056009;-0.002953901072874907;0.00020512384403758877;0.0;0.0;0.09675375865330631;-0.5154850876383676;-0.14414598803772077;-0.2202759030277994;0.007686069849383813
21,Escherichia-coli,random forest,0.5669220486338937,-0.008965954865611454,5.4923196395910564e-12,0.5282527816280356,0.0137050901566959,0.023290994880731903,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
22,Streptococcus-mitis,ard regression,0.6676923076923077,-0.06453846153846154,0.00026563105784423787,0.5704740746547774,0.03909939580608983,0.13425101311830548,,0.0024592397910571636;0.0;0.0;0.11637175585876743;-0.00012693846222655583;0.0005011892921829434;-0.000799809294608147;0.00037271743560361145;0.0;-0.1692859750186793;-0.0008717020932487995;0.14177784737505406;0.0;-0.07948463274086909;0.0739599959118458;0.001292748698836852;-0.0003205579768920762;-0.04994299189175287;0.12209064495183913;0.0008318964524229447;-0.0008348443885547536;0.06387353133125176;-1.086532223095905
22,Streptococcus-mitis,random forest,0.4516983360411865,-0.015776982059496375,1.2408289845759138e-07,0.5432648549529233,0.031472374888627,0.12246042356321234,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
