BACTERIA_NUMBER,BACTERIA,ALGORITHM,RHO,P_VALUE,PARAMS
7,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae,svr,0.17650642928067864,0.000502535910117483,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
7,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae,decision tree,0.09005561920525956,0.07758717600446698,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
7,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae,random forest,0.14688567323313706,0.0038718765663001134,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
8,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,linear regression,0.18867974131132026,0.10030549447313264,
8,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,ridge regression,0.24777853725222146,0.029803841488081125,
8,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,ard regression,0.2321888637678111,0.042155205394509836,
8,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,svr,0.2116907860876372,2.817685819518517e-05,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
8,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,decision tree,-0.017808513218780044,0.7276001150775526,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
8,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,random forest,0.3096848044037823,5.297944731544321e-10,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
9,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae,linear regression,0.3076397286923602,0.006494366165560921,
9,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae,ridge regression,0.2648404227351596,0.019928911710170447,
9,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae,ard regression,0.2305852042694148,0.04363731184406512,
9,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae,svr,0.2292924417752913,5.490677390424186e-06,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
9,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae,decision tree,0.03579843046163643,0.4837047230495086,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
9,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae,random forest,0.16716125459569126,0.000993110689521393,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
10,k__Bacteria;p__Actinobacteria;c__Coriobacteriia,linear regression,0.3569588306430411,0.0014388004620133838,
10,k__Bacteria;p__Actinobacteria;c__Coriobacteriia,ridge regression,0.4059098795940901,0.00024967351406228623,
10,k__Bacteria;p__Actinobacteria;c__Coriobacteriia,ard regression,0.4625111730374888,2.2865113419439946e-05,
10,k__Bacteria;p__Actinobacteria;c__Coriobacteriia,svr,0.40704128127574896,8.508555219636483e-17,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
10,k__Bacteria;p__Actinobacteria;c__Coriobacteriia,decision tree,0.030243608551390105,0.5540995710595357,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
10,k__Bacteria;p__Actinobacteria;c__Coriobacteriia,random forest,0.3654732227980057,1.306365980441592e-13,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
11,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales,linear regression,0.35919343814080656,0.001335957487601856,
11,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales,ridge regression,0.2456753772543246,0.031267149086631744,
11,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales,ard regression,0.32822440717177553,0.0035654834836691017,
11,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales,svr,0.2835104510392679,1.5017403192534216e-08,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
11,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales,decision tree,-0.03160452922620196,0.5364015266698627,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
11,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales,random forest,0.24260870599366186,1.457318305571898e-06,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
12,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae,linear regression,0.3647668121352331,0.0011077756354112428,
12,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae,ridge regression,0.25074925074925075,0.027835527693674263,
12,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae,ard regression,0.3314843051685157,0.00323023056964822,
12,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae,svr,0.2771161578736058,3.2321858484165155e-08,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
12,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae,decision tree,-0.011117271338628896,0.8278701063052499,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
12,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae,random forest,0.20348327669299096,5.775454415290946e-05,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
13,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales,linear regression,0.4048845890951154,0.00025973915125208414,
13,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales,ridge regression,0.4137967295862032,0.00018343206382191715,
13,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales,ard regression,0.5273147904726853,8.337985855458219e-07,
13,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales,svr,0.4618979830187455,9.630294148405827e-22,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
13,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales,decision tree,0.07953613145257142,0.11923178609232782,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
13,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales,random forest,0.3851808144113673,4.589435577237123e-15,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
14,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae,linear regression,0.4387717545612281,6.561831155292405e-05,
14,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae,ridge regression,0.4462905515537094,4.738756541436751e-05,
14,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae,ard regression,0.4394815710605184,6.365331602043069e-05,
14,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae,svr,0.500231391047089,9.03925073484251e-26,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
14,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae,decision tree,0.06238755611352001,0.2219566032896625,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
14,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae,random forest,0.4485345455660474,1.872943002305136e-20,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
15,k__Bacteria;p__Bacteroidetes,linear regression,0.4850675640149324,7.789854284772767e-06,
15,k__Bacteria;p__Bacteroidetes,ridge regression,0.4482096850517903,4.3556078394175206e-05,
15,k__Bacteria;p__Bacteroidetes,ard regression,0.4112203585887796,0.00020303883331042235,
15,k__Bacteria;p__Bacteroidetes,svr,0.4633000203135498,7.0000342021471405e-22,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
15,k__Bacteria;p__Bacteroidetes,decision tree,0.028782406157627883,0.5734131646848311,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
15,k__Bacteria;p__Bacteroidetes,random forest,0.4738123729195668,6.105895156276596e-23,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
16,k__Bacteria;p__Bacteroidetes;NA,linear regression,0.4914822020085177,5.6544283770743165e-06,
16,k__Bacteria;p__Bacteroidetes;NA,ridge regression,0.5177454124822545,1.4204091268859912e-06,
16,k__Bacteria;p__Bacteroidetes;NA,ard regression,0.5013144749986855,3.416547327300138e-06,
16,k__Bacteria;p__Bacteroidetes;NA,svr,0.42660786283144503,1.853266393679053e-18,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
16,k__Bacteria;p__Bacteroidetes;NA,decision tree,0.1592134189321174,0.001725302222902768,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
16,k__Bacteria;p__Bacteroidetes;NA,random forest,0.3801503686811787,1.1025647067512098e-14,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
17,k__Bacteria;p__Bacteroidetes;NA;NA,linear regression,0.3599032546400968,0.0013047086953224215,
17,k__Bacteria;p__Bacteroidetes;NA;NA,ridge regression,0.4748935275251064,1.2780599759772485e-05,
17,k__Bacteria;p__Bacteroidetes;NA;NA,ard regression,0.5333350859666649,5.913413897426483e-07,
17,k__Bacteria;p__Bacteroidetes;NA;NA,svr,0.4177953220211656,1.0712738590038027e-17,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
17,k__Bacteria;p__Bacteroidetes;NA;NA,decision tree,0.058999062754265176,0.24813660600232965,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
17,k__Bacteria;p__Bacteroidetes;NA;NA,random forest,0.23530242385708164,3.046600916045064e-06,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
18,k__Bacteria;p__Bacteroidetes;NA;NA;NA,linear regression,0.455413008044587,3.15967978210273e-05,
18,k__Bacteria;p__Bacteroidetes;NA;NA;NA,ridge regression,0.4223408170776592,0.00013020970367259854,
18,k__Bacteria;p__Bacteroidetes;NA;NA;NA,ard regression,0.4306482990693517,9.248568613410458e-05,
18,k__Bacteria;p__Bacteroidetes;NA;NA;NA,svr,0.4228901382553946,3.909438591788961e-18,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
18,k__Bacteria;p__Bacteroidetes;NA;NA;NA,decision tree,0.06820638108146038,0.18170952804670712,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
18,k__Bacteria;p__Bacteroidetes;NA;NA;NA,random forest,0.2969215171147073,2.8225563084533713e-09,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
19,k__Bacteria;p__Bacteroidetes;c__Bacteroidia,linear regression,0.6549240233450759,1.036413123637326e-10,
19,k__Bacteria;p__Bacteroidetes;c__Bacteroidia,ridge regression,0.5969030969030971,1.0073800072127827e-08,
19,k__Bacteria;p__Bacteroidetes;c__Bacteroidia,ard regression,0.6315000788684999,7.376917603773608e-10,
19,k__Bacteria;p__Bacteroidetes;c__Bacteroidia,svr,0.4634323993048952,6.7918232509700735e-22,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
19,k__Bacteria;p__Bacteroidetes;c__Bacteroidia,decision tree,0.15065177536337654,0.003043402850735068,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
19,k__Bacteria;p__Bacteroidetes;c__Bacteroidia,random forest,0.4198143634439384,7.199426956756242e-18,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
20,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales,linear regression,0.4406543499644963,6.052584281769044e-05,
20,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales,ridge regression,0.4531521110468479,3.4973240642645464e-05,
20,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales,ard regression,0.4529417950470582,3.5303823638644874e-05,
20,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales,svr,0.4502364563318598,1.2927451387660763e-20,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
20,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales,decision tree,0.21593573869050475,1.9224439514924625e-05,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
20,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales,random forest,0.44951698212096863,1.5124813470724683e-20,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
21,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;NA,linear regression,0.3104789946895209,0.0059932845085740255,
21,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;NA,ridge regression,0.332088963667911,0.0031712368817914745,
21,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;NA,ard regression,0.347704926652295,0.0019451196713470235,
21,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;NA,svr,0.44875741608107417,1.784394845547356e-20,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
21,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;NA,decision tree,0.1380313427033319,0.006676575965344655,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
21,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;NA,random forest,0.4650652950192351,4.67473935585976e-22,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
22,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae,linear regression,0.4716073400283926,1.4946914338648242e-05,
22,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae,ridge regression,0.4676376255323623,1.802060110351628e-05,
22,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae,ard regression,0.4747883695252117,1.2845117823304646e-05,
22,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae,svr,0.424469272666644,2.850410449146461e-18,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
22,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae,decision tree,0.1166498954905401,0.022066915983312785,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
22,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae,random forest,0.3413304639541189,5.843266317374892e-12,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
23,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae,linear regression,0.2665492402334508,0.019115629824802742,
23,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae,ridge regression,0.2337136547662864,0.040784932277673436,
23,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae,ard regression,0.2839791787160208,0.012317760433907893,
23,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae,svr,0.2222868846515625,1.0695957542147014e-05,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
23,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae,decision tree,0.10654077558453716,0.03665065337978112,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
23,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae,random forest,0.2870582085207529,9.7326269656965e-09,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
24,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae,linear regression,0.33258846416741145,0.0031232306467899977,
24,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae,ridge regression,0.3222566906777433,0.004260372017573605,
24,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae,ard regression,0.26767968873232023,0.01859337804492374,
24,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae,svr,0.3735943827431615,3.378466854735735e-14,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
24,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae,decision tree,0.0919508668729226,0.0715203506468431,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
24,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae,random forest,0.23961718633678364,1.976612155204401e-06,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
25,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae,linear regression,0.3151848151848152,0.005237657057615498,
25,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae,ridge regression,0.3398706556601293,0.0024933859684387666,
25,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae,ard regression,0.4056732740943267,0.0002519640104245936,
25,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae,svr,0.2082457280619296,3.821352687725354e-05,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
25,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae,decision tree,0.0825139925753255,0.10597877923845736,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
25,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae,random forest,0.19701081386022345,9.972302706359417e-05,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
26,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae,linear regression,0.2864766812135233,0.0115406753977953,
26,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae,ridge regression,0.2886324202113676,0.01090456102558204,
26,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae,ard regression,0.24982911825017085,0.028433089827627264,
26,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae,svr,0.31454938955140443,2.74064598595404e-10,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
26,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae,decision tree,0.15002888018749042,0.003168222949787174,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
26,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae,random forest,0.3073533461417787,7.235357070988623e-10,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
27,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae,linear regression,0.2741469057258531,0.015834787019766518,
27,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae,ridge regression,0.2527735422472264,0.02655815127525984,
27,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae,ard regression,0.2554024922445975,0.02497357570493734,
27,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae,svr,0.3871359345357823,3.2511958973174876e-15,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
