BACTERIA_NUMBER,BACTERIA,ALGORITHM,RHO,RANDOM_RHO,P_VALUE,RANDOM_P_VALUE,RMSE,RANDOM_RMSE,PARAMS,BETA
5,Bacteria;Actinobacteria,ard regression,0.3801801801801801,0.04764478764478765,0.022183152442074142,0.5729275199252761,0.08750317015079605,0.11379925488521135,,0.0;0.007342921181492124;0.0;0.001285689298041308;0.0011810950026291912;-1.0082021963225622;0.0;0.0;0.0;0.0;0.01032201122162707;0.0;0.0;0.0010449268165483008;0.0009813852128618054;-0.004342445288498074;0.0;-0.011618180285453649;0.0019386078077910272;0.0;-0.0038926374466636375;0.0;0.0;0.0;0.0;0.0;0.14802079050072606;0.00102285232366206;0.0012421077977053962;0.0;0.0;0.0;0.0034897024086371674;0.0;0.0;0.021531195777628524;0.0;0.0005607261256986644;0.0;0.0;0.0;0.0;0.0;-0.011674571570721638;0.0;0.0;0.0004222629523411048;0.08481108603697111;0.0;0.0;0.0;0.0;0.0;0.0;-0.011109635859234883;0.0;0.0;0.0;0.0010707770970996295;0.0;0.0;0.14802079050072386;0.0011323956173565442;0.0;0.0012490588226072034;0.001357375513815586;0.0;0.0;0.0012652582883093807;0.0;0.0;0.0;0.0;0.0;-0.0004848570622662604;-0.0003972829259140077;0.02741336936931299;0.0;0.001256728781503202;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0020770453980172255;0.0;0.00106483302364337;0.019325680718117907;0.0;0.0
5,Bacteria;Actinobacteria,random forest,0.3541158656967602,0.03457643724597526,1.0780659266007892e-06,0.2978189612069009,0.07962165625422675,0.14131804321516556,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
6,Bacteria;Actinobacteria;Actinobacteria,ard regression,0.21492921492921493,-0.10746460746460748,0.20808909877348125,0.4931971598686485,0.2152081110060177,0.3722193671304405,,0.0;0.0;0.0;0.0011096886900029523;0.0;0.009412048504585248;-0.7706595682318329;-0.00024187817680394378;0.06578783567201943;0.0009317129893938212;0.0;0.0;0.001260464856489619;-0.0023195002479585902;-0.00293701510041654;-0.0016829732519319375;0.0;0.0;-0.0017362101555927292;0.0;0.0;0.0;-0.012107092424509643;0.06988789156471358;0.0;-0.0002947274577278359;9.267945401601827e-05;-0.0024971278998921847;0.0011096886900029638;0.0;-0.00025465151370261327;-0.2954938690833094;0.0;0.0;-0.007860624237845455;0.0;0.2953738551542686;0.16918313587046033;0.0;0.0;0.012744256402060016;0.0;-0.005752883732029769;0.0;0.0;0.0;-0.13019957077196423;0.0;0.23090332884314924;0.0;0.07491791208650742;0.0;0.0;0.005400022412253366;0.0;0.0;0.0;0.0;-0.0021446294938412594;0.0;0.0;0.00012421490942642836;-0.001824873749883364;0.15242637772385098;0.0011096886900029202;0.00015051635943070027;0.06844581510215209;0.0;6.473117952043575e-05;0.0;-0.0004833468913934295;0.0;0.0;0.0;0.0;-0.0016243250258501233;0.0;0.0;0.0011096886900029109;0.0;0.0007663164505736076;0.0;0.0;-0.04262595591299856;0.11629955545051081;0.0;0.007492438235003789;0.0015774392965347945;-0.001197667547652518;0.0;-0.0021821763700506417;0.0;0.0;0.2550502570764788
6,Bacteria;Actinobacteria;Actinobacteria,random forest,0.5091870276809236,-0.010538072316070344,2.899081902346549e-13,0.539967640786584,0.14519930108326282,0.2820888453727568,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
7,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales,ard regression,0.5258687258687259,-0.011763191763191771,0.0009880884718354078,0.6160227159836069,0.09373298822619353,0.3927182570367649,,0.0;0.0;0.0;0.0008608498148142986;0.0002124462058995746;-0.0010960440520709344;0.0;-0.9695920380059997;-0.05941951030162819;-0.001624383581256156;0.0;0.0;-0.0019099327690083117;0.00019077157078759143;0.00017512062704374155;0.0;0.05817283882166811;-0.024043519011006195;0.0008617655533339338;0.0;0.0;0.0;0.05977020279458154;0.0;0.0;0.0;0.00034091645845056226;0.0001849397635344409;0.0008572711956396365;0.0;0.0;0.0;0.002570827026573669;0.0;0.0;0.3172702899082952;0.00040684037781767136;-0.00013523794902694906;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08683516814023377;-0.0015210502079732971;0.001993224430603159;0.0;-0.001148392519533073;0.0;0.0;0.05148040980961817;0.08746147621361235;0.0;0.0;0.0;0.0;0.0001960876213350405;0.0;0.0;0.0003409164584505475;0.0002052143815313146;0.03843675143313362;0.0008579175810024973;0.000864532083274381;0.015850005228410517;0.0;0.0008593104085380199;0.0003409164584505483;0.0011888869486616574;0.0;0.0;0.0;0.0002839806030804312;0.00042724588695243455;0.0;0.0;0.0008585965779873459;0.03098653562405243;-0.001110656039784349;0.0;-0.002642928765110107;0.0;-0.001282730961259112;0.018716528855697485;0.000984471926574096;0.0;0.0008843020247905714;0.12810062133283004;0.0001950031934596892;0.0;0.0;0.0007119053214788138
7,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales,random forest,0.277391575241742,-0.0005564715480249644,0.00016329712464992167,0.5430621164384613,0.13128599272174685,0.2560582803475179,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
8,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae,ard regression,0.5351351351351352,-0.04123552123552125,0.0007715053820003811,0.4928996429966586,1.867706441678768,1.9109530072409333,,0.0;0.0;0.0;-0.4889175037112838;-0.0010822275245184856;0.0014355094847893104;-0.0008994862128854399;0.0;-1.0070035166356304;-5.855342577975517e-05;0.0004976580639087689;0.24428407580791137;-0.0013829670236604954;-0.0010060601518623515;0.0;0.00012279978975117208;0.016589660046034085;0.0005729012493829071;-0.0010671984338888676;0.0;0.00030796247041165825;0.0;0.0009268103764097671;-0.1156321161069412;0.0009698464249544767;-0.0020752805449638077;0.0014162100300569723;-0.0009934387703213242;-0.48891750371124343;-0.15611322424894547;4.101288403976568e-05;0.0003381109943466211;0.0005138745042192989;-0.0017029988450789288;-0.00039944550296017265;0.21168977666556588;0.14596616255002942;0.3544758351484769;0.03653107443072413;-0.07261961556358985;-0.0009163359465050502;-0.0009997389793431361;0.0;0.000755144463689936;0.0;0.0018101629725315786;0.0013267292348613595;-0.00032528995147410164;0.41503607125741926;4.927246798049837e-05;0.020637655911095624;0.0;0.0;-0.0008694518833428951;0.0;0.04684864545771315;-0.0650507369344264;-0.10904417678773935;-0.0010207437510431783;0.0;0.0;0.0013406160482033699;-0.0010553221748606316;-0.2201419622481303;-0.4889175037112561;0.0012665436295618065;0.1788792306791782;0.001479080370133665;0.0014580137536747287;-0.29368453066176337;0.0;0.011485170293632111;0.0;0.0;-0.2993524416703107;-0.12748896504266283;0.0;0.0;-0.48891750371125586;-0.0007217103724037963;0.0011528249954094896;-0.0005781563849662093;0.0;0.0;-0.0006350413245727863;0.01849965621365194;-0.001540007027458664;0.0001468408502868575;9.523341252989095e-05;0.26046031133096;-0.0010173766177138139;0.0;0.021074291976368703;-0.007387760661889897
8,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Actinomycetaceae,random forest,0.6150522860307392,0.0190646299736159,4.099113158244535e-20,0.3594345356625871,0.44978313833263617,1.0147012296024294,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
9,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Brevibacteriaceae,ard regression,0.476962676962677,0.03719433719433722,0.003269576420109772,0.34817338930333314,0.3654336849561535,1.0276782642421691,,0.0;0.0;0.0;-0.002225384599081774;-0.0010699470128660747;0.0;-0.10359968204061872;0.0;0.0;-0.9412311077125314;-0.3790002097935702;-0.0006976561864159855;0.0;-0.0010699470128660662;-0.0010699470128660666;0.13913361601974947;0.0;0.024327055626351193;-0.0024356698827148436;-0.08519868016925825;0.2118461253244566;0.0;0.0;0.0;0.0;-0.0010301578704910688;-0.00011763682625300218;-0.0010699470128660883;-0.002150279353382088;0.0;0.0005208209646565663;0.1765282774637107;-0.16586016036031104;0.0;0.004616133019935565;0.10953016561285168;-0.06672152674925551;0.0006084986379460734;0.0;0.14596017457266589;-0.09152700146713678;0.0024031807164463254;0.0;-0.0003757961527056776;0.0;0.0012861936258708774;0.001209020480302052;-0.03338186309899568;-0.00023913806106846798;0.09519149497311197;0.0;0.0;-0.0027978454471081038;-0.08314274418149714;0.03289378424331646;0.0;0.0;0.0;-0.0010699470128660662;-0.02773284389556141;0.0;0.0;-0.0010699470128660673;0.0;-0.002162523177722677;-0.0009122821812410038;0.0;0.0;-0.000752398977581792;1.420140706254244e-05;0.000212310972078678;0.0;0.0;0.0;0.0010813500006786442;-0.003827971636267024;0.0;0.0;-0.0021759190374298514;0.0;-0.0727196805592718;0.4491509412019928;-0.0008654581395738894;0.0;0.0;-0.006696509637478849;0.08076285552284375;0.06085603416427631;-0.0008733888529163577;0.0;-0.0010699470128660738;-0.002256299888720201;0.0;0.0
9,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Brevibacteriaceae,random forest,0.2567993939918041,-0.032147433963171365,0.0005016664442109818,0.4996073269719582,0.20826810429733067,0.4483602220087831,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
10,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Cellulomonadaceae,ard regression,0.4592020592020593,0.059099099099099085,0.004844261152002383,0.4665168136665458,0.11379773583038702,0.1170160731948066,,0.0;0.0;-0.02069968192487699;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.7821952409513786;0.0;0.021722970726444104;0.0;0.0;-0.013746871167663717;0.0;-0.023262895864633478;0.24408510337864547;0.0;-0.007827760442064804;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.006701921747593693;0.07176314601342917;0.0;0.0;-0.010252896556327907;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05083291783676905;0.04153347277956965;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.1301609182658326;0.0;0.0;0.0;0.0;0.0;0.06322100404900734;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
10,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Cellulomonadaceae,random forest,0.12870288309688446,-0.020543795164152227,0.08509321007537232,0.6159486440123713,0.04508109644435706,0.044158606114433716,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
11,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacteriaceae,ard regression,0.5129987129987131,-0.027902187902187896,0.0013774469894273936,0.5195713560108068,0.18333266157283187,0.4786096155676181,,0.0;0.0;0.0;-0.00046350972709097307;-0.0008674932326160996;-0.001185718292019371;-0.0009014265852107904;-7.017621002421803e-05;-0.08060155516124104;0.0017778312255540506;0.0004852614427724535;-0.9553135585685668;0.11771281499918138;-0.0009964261490188683;-0.00106548668029831;-0.0007329475401054902;0.06173447140054833;0.0;-0.002402919257315563;0.0;0.0;0.0;0.0;0.0;0.0;-0.0014094296098876296;0.00016685862587934112;0.0;-0.0004776269118098168;0.0;-0.0007342878221530992;0.0006289998720541585;0.00048526144277245245;0.11755314930374165;-0.0017492851638528971;-6.1749096320830755e-06;0.00052758517751135;-0.0009909620611734094;0.0;0.0;0.0;0.0;0.16787465868926496;0.0;0.0;-0.002360387148819278;-0.002111920082181321;-0.0016528489923390243;0.00029827557496568425;0.0;0.0;0.0;0.0;0.0008336084439248141;0.0;-0.0036227909144660193;0.0;0.0;-0.0009699946940208647;0.0;0.1514137193968932;0.0001895745256554208;-0.0009107432219755489;-0.0013519998614476515;-0.00047428926160733657;-0.0003396316623882788;0.0;0.0;-0.0003403676284748865;-7.207020053098805e-05;0.0;0.0;0.006169635993989822;0.0;0.002956558391283736;0.000726475343513135;0.0;0.06242070144998286;-0.00047119645155830535;0.001258016532981185;-0.0021649015672249054;0.003195706004996523;0.0;0.0;0.0012672462855872375;0.0;9.212397454565063e-05;0.0;-0.0012242280198863755;0.0;-0.0009759884725819801;0.0;0.0;0.0006979755422653371
11,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacteriaceae,random forest,0.3655539050075221,0.02557987358757375,4.511690323088194e-07,0.7007644404937331,0.2088414516124067,0.4839101991717401,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
12,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Dermabacteraceae,ard regression,0.5776061776061776,0.017220077220077224,0.00022542792522033247,0.2844825200379245,0.3927345419015988,0.7714096495825669,,0.0;0.0;0.0;0.0002867180208714927;-0.0002740746990618895;-0.14517613378409605;-0.0009718570728003257;-6.284832578279414e-05;0.0;-0.0008062577644567878;-0.0002227399635346445;-0.07320268180591863;-1.0430983319834928;0.0;-0.00039053598844509044;0.0038301469732741392;0.0;0.00938495763946558;-0.0003172958169141402;-0.08531303588646029;0.11680790389768157;0.024321959943393517;0.0;0.0;0.0;-0.0017385501299539315;0.28487398835733124;0.0;0.00026687942260558294;0.0007610454634670075;-0.2523765137424452;0.0035444544268819302;-0.0003229809816489418;0.0;0.14541169004372267;0.13544722221795066;-0.29592029544285336;-0.0005032308912919352;0.07858280751747698;0.17753145963100045;-0.0015219157672352462;0.0;0.0;0.19384262916925465;0.0;0.0005671502890433265;0.26505540786619497;-0.06957491071186246;-0.2025731761611406;0.00012880972760136847;-0.0015670632541501348;0.0007875219494515533;0.0;-0.10188313840493379;0.027065123345685806;0.0;0.0;0.0;-0.00033529261775208435;0.0;0.0;0.284873988357347;-0.0003000493526831696;-0.0749679006450759;0.00027008858223678307;0.0003179654641782205;0.0;0.0;0.0002775005455502175;0.0;-0.14695355654557216;0.0;0.0;0.06331295462826093;-0.00013655020582152105;-0.31241146203265474;0.0;0.0;0.0002736095642426668;0.0;-0.47707107265448306;0.0010777652346152349;0.34884993737816056;0.13044323540093486;0.04885488100402268;0.0;0.44596511999860317;0.001904750087903791;-0.0002606019515164153;0.0;-0.0003388196680208447;-0.0015307794905950163;0.0;0.0005772102923764598
12,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Dermabacteraceae,random forest,0.4654083040068249,-0.05142881547448275,4.615850024510136e-11,0.5275736473629321,0.2582045509561766,0.5678104087271305,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
13,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Dietziaceae,ard regression,0.36344916344916345,0.07078507078507079,0.029342231255889962,0.6288736798249555,0.1993033842714864,0.2259594163682431,,0.0;0.0;0.0;0.0;1.116099431333382e-05;0.0;0.012264745513628626;0.0;0.0;0.0;0.303147225076588;0.0;0.036867995629817664;-0.0011443989675230203;-0.8169364019322665;-0.04709219093409506;0.0;0.0;0.0;0.0;-0.027232916128864568;0.0;0.0;0.0;0.0;0.0;0.0;-0.0016562311296906768;0.0;0.0;0.0;0.0;0.00206966268574182;0.0;0.0;-0.03738141844077398;0.03637021703892219;0.0;0.0;-0.021699084821092673;0.0;0.0;0.0;-0.029570546286510437;0.0;0.0;0.0;0.05078644409960755;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.0007751076605002193;0.0;0.005664063907538952;0.0;-0.00025242572438823247;0.0;0.0;0.01590641498747664;0.0;0.0;0.010742436463611716;0.025155015935600267;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003421667910602346;0.0;0.0;0.0;0.0;0.0;0.0027789706654206907;0.0;-0.0008472521717183693;0.0;0.0;0.0
13,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Dietziaceae,random forest,0.098780255784041,-0.016337474616888663,0.18707810865757604,0.4441729523729916,0.11928219035419235,0.11038358852159473,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
14,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Geodermatophilaceae,ard regression,0.3176319176319176,-0.0440926640926641,0.05905986675815737,0.5245845090665247,0.2573074788373147,0.25676800894873003,,0.0;0.0;0.0;0.0;0.9764608906274326;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.030720509607170418;0.00010381411820250844;-1.6584591629785548;-0.02107363001848602;0.0;0.0;0.0;0.0;-0.02535086062388334;0.0;0.0;0.0;0.0;0.0;0.00395500887260335;-0.0004645578579804962;0.0;0.0;0.0;0.0;0.04508715014231118;0.0;0.0;-0.024520673415569873;0.03195711278919137;0.0;0.0;-0.03019367962589572;0.0;0.0;0.0;-0.03398802505372807;0.0;0.0;0.014546278806856687;0.0555584416566039;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0006572457902106981;0.0;0.0;0.005809857547272513;0.002344481818054547;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002602561748180557;0.0;-0.013984618004227428;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.000532745112300131;0.0;0.0;0.0
14,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Geodermatophilaceae,random forest,0.2447868815514989,0.025789182918098445,0.0009269387181793024,0.4796181666914817,0.0737836811284659,0.07341188781369659,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}, 
