BACTERIA_NUMBER,BACTERIA,ALGORITHM,RHO,P_VALUE,PARAMS
2,k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__[Methanomassiliicoccaceae]; g__vadinCA11,ard regression,0.1629032258064516,0.38124541004978496,
2,k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__[Methanomassiliicoccaceae]; g__vadinCA11,svr,0.09740376940328843,0.227925320293356,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
2,k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__[Methanomassiliicoccaceae]; g__vadinCA11,decision tree,0.08195223434891624,0.3107046573726767,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
2,k__Archaea; p__Euryarchaeota; c__Thermoplasmata; o__E2; f__[Methanomassiliicoccaceae]; g__vadinCA11,random forest,0.08476048380824573,0.29435951522944026,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
3,k__Bacteria,linear regression,0.4677419354838711,0.007969493559158308,
3,k__Bacteria,ridge regression,0.3358870967741936,0.06469312827502789,
3,k__Bacteria,ard regression,0.05766129032258065,0.7580002892581764,
3,k__Bacteria,svr,0.21626512415677213,0.006876918422951197,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
3,k__Bacteria,decision tree,0.13605726657536935,0.09140224384474004,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
3,k__Bacteria,random forest,0.4600932849565898,1.7126133653612804e-09,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
4,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6,linear regression,0.10443548387096777,0.5760868886722921,
4,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6,ridge regression,0.0903225806451613,0.6289406065819896,
4,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6,ard regression,-0.2282258064516129,0.21688069706471844,
4,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6,svr,0.1044600070925861,0.1958273505797092,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
4,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6,decision tree,0.2692792994761597,0.0007036081275285728,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
4,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6,random forest,0.1838869130346817,0.021997598849108256,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
5,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces,linear regression,-0.04516129032258065,0.8093712112440687,
5,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces,ridge regression,-0.052822580645161286,0.7777788926510589,
5,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces,ard regression,-0.005645161290322581,0.9759558205230284,
5,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces,svr,0.16099359102496238,0.04537048081230107,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
5,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces,decision tree,-0.03851369480563111,0.6342261811515568,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
5,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces,random forest,0.4623663370568934,1.3904275019574511e-09,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
6,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Varibaculum,linear regression,0.3443548387096774,0.057830888431880535,
6,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Varibaculum,ridge regression,0.4318548387096775,0.015267838983082557,
6,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Varibaculum,ard regression,0.5197580645161289,0.002728675467877165,
6,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Varibaculum,svr,0.13882696281677767,0.08493493580370777,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
6,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Varibaculum,decision tree,0.04675702221843928,0.5634502608416148,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
6,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Varibaculum,random forest,0.12608245888633482,0.11799313822794145,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
7,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium,linear regression,0.08588709677419355,0.6459481037891261,
7,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium,ridge regression,0.17620967741935484,0.3430151201584816,
7,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium,ard regression,0.36653225806451617,0.042550034443589235,
7,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium,svr,-0.03414962317592825,0.6731411012673603,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
7,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium,decision tree,-0.027953158136914017,0.7298955594026586,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
7,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium,random forest,0.3143919745444975,6.777483715818965e-05,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
8,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Dermabacteraceae; g__Brachybacterium,linear regression,-0.11129032258064517,0.5511544599773006,
8,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Dermabacteraceae; g__Brachybacterium,ridge regression,-0.06330645161290323,0.7351142730158426,
8,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Dermabacteraceae; g__Brachybacterium,ard regression,-0.04717741935483871,0.8010266902667218,
8,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Dermabacteraceae; g__Brachybacterium,svr,0.05618766940795157,0.4874205598419822,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
8,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Dermabacteraceae; g__Brachybacterium,decision tree,0.18557058244496646,0.02079143346533972,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
8,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Dermabacteraceae; g__Brachybacterium,random forest,0.3039684816841807,0.00012048709196805225,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
9,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Frankiaceae; g__,linear regression,0.1217741935483871,0.5140250143294487,
9,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Frankiaceae; g__,ridge regression,0.1717741935483871,0.3554918745541093,
9,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Frankiaceae; g__,ard regression,0.4596774193548387,0.009277928335924135,
9,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Frankiaceae; g__,svr,0.18252762943226866,0.023014892525778628,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
9,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Frankiaceae; g__,decision tree,0.1817601665994424,0.02360694091483134,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
9,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Frankiaceae; g__,random forest,0.3219591197301975,4.403321010866767e-05,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
10,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Kineosporiaceae; g__,linear regression,0.1649193548387097,0.37529921962674617,
10,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Kineosporiaceae; g__,ridge regression,0.23548387096774195,0.20221622670700384,
10,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Kineosporiaceae; g__,ard regression,0.4439516129032259,0.012355099912960694,
10,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Kineosporiaceae; g__,svr,0.2919031371508092,0.00022839630164391578,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
10,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Kineosporiaceae; g__,decision tree,0.2614415369690564,0.0010165113559230418,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
10,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Kineosporiaceae; g__,random forest,0.3334756734613211,2.2337035061530868e-05,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
11,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Arthrobacter,linear regression,0.052822580645161286,0.7777788926510589,
11,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Arthrobacter,ridge regression,0.25685483870967746,0.16305538630281866,
11,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Arthrobacter,ard regression,0.2987903225806452,0.10251647681510084,
11,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Arthrobacter,svr,0.3443226694607946,1.1492979121904046e-05,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
11,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Arthrobacter,decision tree,0.27369848490008153,0.0005689991611198078,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
11,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Arthrobacter,random forest,0.2534564221195737,0.0014621680900789686,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
12,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Kocuria,linear regression,0.024596774193548387,0.8955056662587755,
12,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Kocuria,ridge regression,0.22177419354838712,0.2305102465611381,
12,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Kocuria,ard regression,0.03145161290322581,0.8666145533696823,
12,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Kocuria,svr,0.0887182608283645,0.2723097806202757,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
12,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Kocuria,decision tree,0.05036463944245275,0.533708948574518,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
12,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Kocuria,random forest,0.217636969043282,0.006522024849893492,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
13,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Rothia,linear regression,0.33024193548387104,0.06961048543693167,
13,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Rothia,ridge regression,0.2770161290322581,0.1313804498260303,
13,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Rothia,ard regression,0.16330645161290325,0.3800518120343919,
13,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Rothia,svr,0.3688179269615369,2.333828351680714e-06,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
13,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Rothia,decision tree,-0.21188872211089346,0.008126637612978748,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
13,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Rothia,random forest,0.31752968422899897,5.6756660400130763e-05,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
14,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae; g__Pilimelia,linear regression,-0.020564516129032262,0.9125643747275992,
14,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae; g__Pilimelia,ridge regression,-0.02298387096774193,0.9023240851249664,
14,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae; g__Pilimelia,ard regression,0.07620967741935485,0.6836598807274448,
14,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae; g__Pilimelia,svr,0.26690676210387704,0.0007874174251897223,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
14,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae; g__Pilimelia,decision tree,0.2378889271237528,0.002876560366990841,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
14,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae; g__Pilimelia,random forest,0.28341601044235715,0.00035224592630565935,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
15,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae; g__Virgisporangium,linear regression,0.4209677419354839,0.01835843819378296,
15,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae; g__Virgisporangium,ridge regression,0.36008064516129035,0.04661636793251892,
15,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae; g__Virgisporangium,ard regression,0.20645161290322586,0.2651529364398628,
15,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae; g__Virgisporangium,svr,0.1852350185054818,0.021027167266029708,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
15,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae; g__Virgisporangium,decision tree,0.2476492135298348,0.0018912870244083442,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
15,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micromonosporaceae; g__Virgisporangium,random forest,0.3483172147498748,8.941630922347849e-06,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
16,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__Pseudonocardia,linear regression,0.1967741935483871,0.2886959752534601,
16,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__Pseudonocardia,ridge regression,0.21129032258064515,0.25386550119551804,
16,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__Pseudonocardia,ard regression,0.04717741935483871,0.8010266902667218,
16,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__Pseudonocardia,svr,0.1534865661243316,0.05655446084421396,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
16,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__Pseudonocardia,decision tree,0.03987439890758,0.6222882995916973,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
16,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__Pseudonocardia,random forest,0.3480258986250795,9.107884175608127e-06,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
17,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium,linear regression,0.455241935483871,0.01007187411298241,
17,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium,ridge regression,0.3399193548387097,0.0613501198980395,
17,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium,ard regression,0.465725806451613,0.008280963529035675,
17,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium,svr,0.41281611914009225,9.401204141043524e-08,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
17,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium,decision tree,-0.02637001013720204,0.7446489665823969,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
17,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium,random forest,0.4001885332786807,2.479623614957637e-07,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
18,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae,linear regression,-0.06935483870967743,0.7108388433537766,
18,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae,ridge regression,0.12862903225806452,0.4904340115508413,
18,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae,ard regression,0.1806451612903226,0.330807146268732,
18,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae,svr,0.21125542982025208,0.008323239097728414,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
18,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae,decision tree,0.10125629679286574,0.20996882059365066,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
18,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae,random forest,0.3594710427428729,4.3556120477331185e-06,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
19,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__,linear regression,0.4483870967741935,0.011411153576039649,
19,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__,ridge regression,0.5629032258064516,0.0009785136021088583,
19,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__,ard regression,0.5620967741935485,0.0009987323025433814,
19,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__,svr,0.20616598153120289,0.010062353202394712,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
19,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__,decision tree,-0.07825628728660004,0.3331034242257076,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
19,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__,random forest,0.24969343670823804,0.0017286540619402366,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
20,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Atopobium,linear regression,0.19475806451612904,0.29376355274670485,
20,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Atopobium,ridge regression,0.3758064516129033,0.037207433927735616,
20,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Atopobium,ard regression,0.30322580645161296,0.0972743596820805,
20,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Atopobium,svr,0.04815937766263227,0.5517956753766331,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
20,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Atopobium,decision tree,-0.031002580063497032,0.7017592510293381,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
20,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Atopobium,random forest,0.5083679252620539,1.4497323491817745e-11,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
21,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella,linear regression,0.018145161290322585,0.9228184353203908,
21,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella,ridge regression,0.19798387096774195,0.2856823830010701,
21,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella,ard regression,0.10846774193548388,0.5613596868164462,
21,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella,svr,0.2756741475868916,0.0005168710645191739,{'kernel': 'linear'; 'gamma': 'auto'; 'C': 0.01}
21,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella,decision tree,0.0018097097455722496,0.9821700846513222,{'max_features': 2; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
21,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella,random forest,0.3903729706496517,5.128181933791325e-07,{'max_depth': 5; 'min_samples_split': 4; 'n_estimators': 50; 'min_samples_leaf': 2}
22,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Eggerthella,linear regression,-0.1649193548387097,0.37529921962674617,
22,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Eggerthella,ridge regression,0.0931451612903226,0.6182132468532753,
22,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Eggerthella,ard regression,0.2995967741935484,0.10154787342356654,
